InstallationComponentId,InstallationId,AssetId,KitRole,Orientation,Start,End,OpenedByLine,ClosedByLine
d178a210-0f0d-50f7-85c9-7b32ba11fc8e,fc80f2e6-39df-5721-828a-d2e575f8a0f1,DL-BE-30037,Primary,,2015-04-30T21:49:03Z,2015-05-06T18:38:37Z,4745c205-446e-519a-bb15-d85cbf5d687b,7e93a7ce-55a2-5426-8640-78d69e8f1aef
f3104e65-10ae-5c11-abdf-e0cf1abdb925,468db365-44d4-5293-ab95-ff4f81a17d86,DL-BE-30019,Primary,,2015-05-04T13:45:47Z,2015-09-15T21:18:18Z,6be61be9-23aa-5ee2-95c2-1f93d2b29344,4c852861-0c33-54d3-9f2c-f9be168ca1cf
a4b6924f-5086-5665-9bbc-b5c609e6eebb,ae02f481-75a8-5b4a-8f63-d03c48ad6d4c,DL-UM-40001,Primary,,2015-05-06T21:29:46Z,2016-08-22T20:09:20Z,b0cf3764-4e99-5399-8621-913dc8277fd9,4dedb8f5-3ce8-50a3-b0f4-020ef78d8d6c
16070dcc-db89-5046-8373-4b605a20cdd5,ae02f481-75a8-5b4a-8f63-d03c48ad6d4c,GEO-UM-40001,Sensor1,BH,2015-05-06T21:29:46Z,2016-08-22T20:09:20Z,b0cf3764-4e99-5399-8621-913dc8277fd9,4dedb8f5-3ce8-50a3-b0f4-020ef78d8d6c
b4846978-2e6c-5f18-931f-583f09ca9df1,4a11477a-8d78-5114-8fb0-48a84bd93608,DL-BE-30037,Primary,,2015-05-25T20:32:27Z,2015-11-29T22:25:01Z,23f9ec7b-2784-5b18-a63d-9e31c5677e89,98e46c2d-850b-5ae0-be4f-a23657203748
b1730401-5359-5020-94cb-a22ec36d4afb,2657d46a-67a1-581a-922e-34b07da5b83f,DL-BE-30000,Primary,,2015-05-25T13:42:56Z,2015-10-28T21:04:06Z,987fb119-565e-5d6e-8eb7-51d871e5e31d,0fb9bf80-f8c3-536f-b9d9-ffd14cda8a9e
68a21790-d044-57a5-9509-a4013649f28c,3733df76-8d2f-5c4b-b590-9bc632e726ce,DL-BE-30038,Primary,,2015-06-02T18:53:20Z,2015-09-16T19:59:34Z,2587a377-df0b-5ff4-9402-8b54f039e51c,cb2f2411-7b78-5a59-8a32-e2514bbe7c2d
5eadd01b-3959-50e3-8a37-9f5ef7d929c6,5e7e4b90-d811-50a8-86dc-1606d06221c2,DL-BE-30028,Primary,,2015-06-03T13:46:39Z,2016-07-19T21:41:29Z,87d35804-1b2c-54dd-b40e-44752f44550a,9b0c10c5-81b8-5813-b74b-62236854e0c0
13b3168d-9f9c-5e37-b08e-af124d1a50f3,bd776ccd-beb9-57ae-84de-82d6810319c1,DL-BE-30035,Primary,,2015-06-08T18:01:36Z,2015-11-30T22:31:56Z,aa03a5b5-bdd8-5192-b5c7-f1151d0ff880,a1206624-473d-5d11-9432-d6fe39998e59
3c98e47b-0a8e-553b-a4b1-405e317e1fd8,2547f02a-c44a-5cd6-a4f6-21fdaf969c6a,DL-BE-30042,Primary,,2015-06-10T15:04:42Z,2015-11-24T18:04:54Z,a5932d61-43d4-5662-b790-119097b2a65a,06298526-6414-5c23-8e04-890372b39982
bb161fd6-c8c2-51b0-9cad-ea1d946fc99f,9afdd1d0-3f0e-588a-8f2f-03f44f45fad5,DL-BE-30059,Primary,,2015-06-24T12:57:53Z,2016-03-31T21:27:03Z,75a7e7af-207f-5a99-8251-efc2c6fba00f,4db332b5-3172-5d41-a228-483a6bc46dae
db1c231a-1efc-5dbf-be40-6152bf3da9e9,32868041-d828-58ab-85ad-178703ad0dda,DL-BE-30044,Primary,,2015-07-02T19:22:13Z,2015-07-30T21:50:05Z,591e1092-4782-5297-901d-ec9810968119,1da83e7b-1653-5c6e-aede-a6a4320db638
018677a8-ca92-5528-8c30-b5524f80a8c8,0a449884-46e4-556e-886d-dd7755688f66,DL-BE-30015,Primary,,2015-07-06T13:24:36Z,2016-09-03T18:19:05Z,5aa2e30c-97ec-5875-8f58-a4e3058949b5,ab5aa83e-b22d-58e4-9c22-4e0517683c26
2ac4f560-0a4c-5ee7-9275-a33c8401e420,0a449884-46e4-556e-886d-dd7755688f66,GEO-BG-30014,Sensor1,V,2015-07-06T13:24:36Z,2016-09-03T18:19:05Z,5aa2e30c-97ec-5875-8f58-a4e3058949b5,ab5aa83e-b22d-58e4-9c22-4e0517683c26
4dd24166-e71c-56f4-9d17-e6b9b85b052f,0a449884-46e4-556e-886d-dd7755688f66,GEO-BG-30016,Sensor2,E,2015-07-06T13:24:36Z,2016-09-03T18:19:05Z,5aa2e30c-97ec-5875-8f58-a4e3058949b5,ab5aa83e-b22d-58e4-9c22-4e0517683c26
24cca3a3-e437-52ed-91d9-e104e320a7f7,2d7ef867-6d70-54b9-bf31-129901efcf87,DL-BE-30026,Primary,,2015-07-13T18:45:55Z,2015-12-27T18:50:14Z,41896ab5-624e-5940-ac23-8ddee8e13843,793dfbb0-f64e-5ad8-9ef1-13f321ef85df
d186a639-1b7d-518f-bf67-c37321977a92,c31a0dea-84e5-5e4d-9e7f-c66c13a18032,DL-UM-40002,Primary,,2015-07-15T16:20:37Z,2016-05-27T21:53:40Z,cf922824-a907-5a6c-948b-3b8e80aed8f5,f607f9d1-7c89-5fa3-addd-6cd2780b4a50
b260e7b4-79e3-5d9f-b671-0e94e680fbdf,2f195213-cf80-5f2a-881b-f643389aad25,DL-UM-40003,Primary,,2015-07-20T14:15:14Z,2016-04-21T18:43:30Z,5c7672fa-2b0a-5041-ba27-0df2f11bc9e1,49924fcd-f0c1-5f61-a16a-964600866c3e
defb6d57-6faa-5b39-bbcd-9d1324dd47d4,2f195213-cf80-5f2a-881b-f643389aad25,GEO-UM-40003,Sensor1,E,2015-07-20T14:15:14Z,2016-04-21T18:43:30Z,5c7672fa-2b0a-5041-ba27-0df2f11bc9e1,49924fcd-f0c1-5f61-a16a-964600866c3e
287b7645-1004-5a8d-8a95-736013e5250e,3f7695c7-cd8d-5842-8415-4c4e1c104f21,DL-BE-30021,Primary,,2015-07-29T15:22:54Z,2016-04-03T19:23:27Z,ef456419-f35e-50af-b729-897039f9b4b2,a6b9b428-b329-596f-a870-6f623775e2bd
1642a0eb-dcf4-54da-b513-f286d577ae6c,51c47571-72ac-5566-9e87-17873f6ac3a4,DL-BE-30025,Primary,,2015-08-03T12:46:53Z,2015-12-22T22:29:38Z,5654ed55-39a7-5c29-8117-007240b35a68,bd49b8c7-2778-5690-be35-039be6ec37fb
edf09719-b06b-5480-8e9b-5c9ce3305321,92dc5581-95b3-5797-b4be-e2d54d6e98af,DL-BE-30010,Primary,,2015-08-04T17:10:37Z,2015-10-13T21:11:17Z,663cac6f-74ba-5fe3-9b09-6c4813572596,54dbcf64-1a10-5830-90e6-6fcd5cffc19f
e88ef0ae-9846-596c-833d-a20abcc2631e,92dc5581-95b3-5797-b4be-e2d54d6e98af,GEO-BG-30010,Sensor1,V,2015-08-04T17:10:37Z,2015-09-14T20:35:00Z,663cac6f-74ba-5fe3-9b09-6c4813572596,34fa62cc-9efd-526c-8a2d-55b5f8b525bf
e230bf20-7f0e-57ee-a70c-1181bd12f248,40dae407-f122-5d3f-b00c-89b886f4cbb2,DL-BE-30031,Primary,,2015-08-05T10:35:27Z,2017-03-06T18:43:29Z,a558c7e0-0089-5321-8028-127a008b8777,d1c59f63-c190-5018-b1cd-05a29e74c58d
31f4de1d-2a88-550e-965f-8f7ddd7ac316,17b1ade2-9663-53de-98c6-5d709eb95333,DL-BE-30060,Primary,,2015-08-06T15:42:06Z,2016-08-08T20:58:11Z,de692f52-dc03-5b1c-ab57-38d4161a5d86,0d0feecd-ce49-58ec-be57-70fbc363e7a0
691468ce-9720-539b-9ae7-67600c087c8d,e0ee6519-214a-5cea-be2b-0e5eb3de98fa,DL-BE-30049,Primary,,2015-08-21T14:15:32Z,2016-08-10T20:04:30Z,2fb7f8e5-2cf3-51ae-a91e-10000202b0e9,dd961448-f52f-5938-8f38-92c4dc8fe9dc
75784d80-2147-54fd-989e-728a7331aac9,6ce11834-e807-5653-ae07-cb412a6ab763,DL-BE-30044,Primary,,2015-08-29T17:39:04Z,2016-07-08T21:24:29Z,a8ad63a1-5374-5587-986f-16bac0410add,58660cff-5d54-5e44-8f17-4381c5610f47
91973c28-5500-5208-ac2d-0fc9bc5cf042,56522222-0dea-595d-8732-b2995fbc0288,DL-BE-30036,Primary,,2015-08-31T14:16:35Z,2017-09-15T20:56:39Z,7f10f6b4-10e8-59fe-9a05-f08d06885c12,9b4d6225-1f4b-537c-a2d4-d2e16d86acc1
2769c1e7-9ccb-5e37-9de7-23d0ec4cc2e6,56522222-0dea-595d-8732-b2995fbc0288,GEO-BG-30030,Sensor1,E,2015-08-31T14:16:35Z,2017-09-15T20:56:39Z,7f10f6b4-10e8-59fe-9a05-f08d06885c12,9b4d6225-1f4b-537c-a2d4-d2e16d86acc1
4fdc0d60-e32d-58e6-bf55-c092248370b2,56522222-0dea-595d-8732-b2995fbc0288,GEO-BG-30033,Sensor2,W,2015-08-31T14:16:35Z,2017-09-15T20:56:39Z,7f10f6b4-10e8-59fe-9a05-f08d06885c12,9b4d6225-1f4b-537c-a2d4-d2e16d86acc1
3b6a542e-7229-5bb3-ae80-ff74b8980fcc,7a6f083b-2d02-5c99-832c-c78e1a9867c6,DL-BE-30018,Primary,,2015-09-02T18:47:43Z,2016-11-28T19:04:01Z,441d8a0e-19e7-5211-a77e-ec23d7ab3809,1555727e-9747-5e7c-a739-2b6bec41c002
fccaafe6-983b-5274-82d8-361c26031b52,7a6f083b-2d02-5c99-832c-c78e1a9867c6,GEO-BG-30021,Sensor1,N,2015-09-02T18:47:43Z,2016-11-02T18:00:34Z,441d8a0e-19e7-5211-a77e-ec23d7ab3809,42248718-2c80-5049-98c5-7bd89d22eefe
57485e67-f0ed-5746-b468-5487c3188cf1,38cd3005-34e7-5de9-89ab-a1a5c13dca8b,DL-BE-30048,Primary,,2015-09-06T13:30:04Z,2017-02-24T22:29:24Z,43d38a59-17b4-58b3-b346-c1932cf97cde,dbd27522-8ad3-5ae9-9d98-c2285cd99b69
bcfe775c-c8ba-5700-ae7e-713f58ccf697,79a96aab-270e-5699-84d6-546f2c02730e,DL-BE-30033,Primary,,2015-09-15T14:36:15Z,2015-11-26T21:50:58Z,49175bab-e1b4-58a4-a05c-f388d254edfd,133c0947-5c8f-5d4d-b6b7-e950a6fa06f2
eec13b83-8e5e-588a-aa6b-d9e2ee576508,1aba34b1-bcef-5a97-9ecc-28920414c664,DL-BE-30030,Primary,,2015-09-23T20:54:36Z,2015-10-19T21:01:52Z,c6e3e7b1-a37c-5361-8106-5f6b4120ca29,9a7c0c9c-89ca-57ca-a7fd-2a42b2c232c0
d9e156b6-3964-545e-b887-55e313d853bb,4c9fb12a-24bd-5e8a-b637-c0b2a76fd348,DL-BE-30032,Primary,,2015-09-23T21:07:11Z,2016-01-28T19:15:38Z,5df41a70-39aa-5e79-acfc-c1df053f0ed9,9fe04328-65cb-581a-80b5-de558d529cd6
a619678c-466d-5ab2-9339-1537c52feec9,ad06fdc2-58e3-5d05-9e92-662b44678d65,DL-BE-30047,Primary,,2015-09-26T21:46:03Z,2016-10-24T21:00:41Z,6da9805f-3537-54b5-a2c5-0563914fcbb6,94d0d7ef-6682-5764-9852-923eee2a4822
8acac32a-4c91-59d0-a32d-21c01482c8fd,ad06fdc2-58e3-5d05-9e92-662b44678d65,GEO-BG-30031,Sensor1,BH,2015-09-26T21:46:03Z,2016-10-24T21:00:41Z,6da9805f-3537-54b5-a2c5-0563914fcbb6,94d0d7ef-6682-5764-9852-923eee2a4822
69cec425-a52e-5c58-9ca1-00a210f09163,ad06fdc2-58e3-5d05-9e92-662b44678d65,GEO-BG-30013,Sensor2,E,2015-09-26T21:46:03Z,2016-10-24T21:00:41Z,6da9805f-3537-54b5-a2c5-0563914fcbb6,94d0d7ef-6682-5764-9852-923eee2a4822
d5ab7fd2-4720-5dd9-acfa-03605d1bbe00,c776c0d7-7715-58ad-bbca-1bfb138b7639,DL-BE-30013,Primary,,2015-09-28T13:33:39Z,2016-03-11T21:15:13Z,c85c1214-e746-56ba-a4d8-bb0635b0b35a,0ab6cb01-ac56-597e-ab82-0641aec81e20
23adee77-deab-56df-a9fb-eab2ad312dab,c776c0d7-7715-58ad-bbca-1bfb138b7639,GEO-BG-30011,Sensor1,BH,2015-09-28T13:33:39Z,2016-03-11T21:15:13Z,c85c1214-e746-56ba-a4d8-bb0635b0b35a,0ab6cb01-ac56-597e-ab82-0641aec81e20
c6eb00d8-4b77-539a-a91b-5243174c5186,cacf8ada-758d-529b-95a1-7c5f8b4761a0,DL-BE-30011,Primary,,2015-09-29T12:14:24Z,2016-02-09T20:10:13Z,ab04dff4-7ca5-54f9-a582-9c30d71e807e,08fe282b-0a61-50f0-8fb7-ae49b983794c
b1bfa3c0-08f7-5095-a8d6-f3d6f5299bfd,cacf8ada-758d-529b-95a1-7c5f8b4761a0,GEO-BG-30015,Sensor1,BH,2015-09-29T12:14:24Z,2016-02-09T20:10:13Z,ab04dff4-7ca5-54f9-a582-9c30d71e807e,08fe282b-0a61-50f0-8fb7-ae49b983794c
399f6d77-4040-5af6-90b1-27fed72f9e69,7ffae996-61cb-5441-82a4-5e05c83abacd,DL-BE-30039,Primary,,2015-10-07T13:32:02Z,2016-04-11T19:22:28Z,f500e5b2-7388-5eab-8a3f-65cf381d3bf2,00cb5b1c-9d96-59a1-9971-a9b71ea6bd9c
41682ff2-bc7a-5944-afc6-4eddc8017951,9ec399e9-2866-57af-be4d-72f2f941022f,DL-BE-30019,Primary,,2015-10-21T16:38:51Z,2015-11-02T21:25:21Z,7c0f1da2-8a17-5fbb-a23e-cea746cf622b,dbd02f76-40da-54d8-8c12-3f6bfbb36b4d
d3601e1d-6bed-5756-b5c2-c56b2fc4f02c,11ede7cd-709f-5506-96b6-98ce5f7f6840,DL-BE-30002,Primary,,2015-10-27T21:36:25Z,2017-03-06T19:16:02Z,a134e190-1846-5ad8-83fb-a8b31af55c23,0011c903-cfbc-5356-9e82-7f6ffcee3c58
39801295-460f-5d69-95dc-3dbd95de4cb2,11ede7cd-709f-5506-96b6-98ce5f7f6840,GEO-BG-30000,Sensor1,H,2015-10-27T21:36:25Z,2017-02-10T22:35:18Z,a134e190-1846-5ad8-83fb-a8b31af55c23,9b726cad-78d6-585c-851f-c55bfbfa8dcf
2d0cdaad-27fd-53d5-bc19-d2d8c6282cd7,9d757b70-9882-5c3d-bad0-abc997bfa69c,DL-BE-30030,Primary,,2015-10-28T17:56:52Z,2016-07-18T17:45:55Z,12293266-f394-58e5-829b-e2f2041b0c4c,462cc740-d4ba-54d4-8dad-8f2dbcd09a4e
2c7b841d-75a2-5088-85fa-b83805f9e2fe,ec6a0239-1ba2-5bcf-b381-628483247b05,DL-BE-30010,Primary,,2015-10-29T19:15:57Z,2016-07-14T17:50:03Z,1a38b543-89be-5e55-bc1b-5f41d30b50db,58530f59-b9b9-5ed0-b807-356d8c6ef2f5
977a951a-76fd-583c-92fc-a3a11132ba02,ec6a0239-1ba2-5bcf-b381-628483247b05,GEO-BG-30010,Sensor1,N,2015-10-29T19:15:57Z,2016-07-14T17:50:03Z,1a38b543-89be-5e55-bc1b-5f41d30b50db,58530f59-b9b9-5ed0-b807-356d8c6ef2f5
21d294e7-bab4-5b3f-a060-22748960a4cb,908ca52a-07f9-5f6d-ab5b-e39b67b025e5,DL-BE-30019,Primary,,2015-11-12T18:58:33Z,2016-06-16T21:57:52Z,f60fbf5e-a2a0-5943-8cd6-78fa3e3f3c8b,c7936dd2-feb3-5b51-8deb-d00d39603fb3
786bb172-9660-5b78-a926-bb7da7872bba,12c4d318-ea19-5add-b13a-eb1322a878fd,DL-BE-30000,Primary,,2015-11-16T14:47:50Z,2017-06-17T17:59:41Z,32d65549-4986-503f-ba13-6982b8e9793b,e02d0a8f-e3cf-57df-8257-7b7c6fd99243
a274920b-88d5-5e80-b95a-60d2a8a5c2c1,0ab8c5f5-0a92-5a96-87e2-9a02a66de3bd,DL-UM-40004,Primary,,2015-11-20T22:02:51Z,2015-12-06T21:05:30Z,a1948eb1-dbbc-5349-aba4-ef331e85e22a,adb16241-da1d-5a6b-9ac7-144859665bb1
21b5640d-e02f-583c-9de2-1637be81cecb,0ab8c5f5-0a92-5a96-87e2-9a02a66de3bd,GEO-UM-40004,Sensor1,S,2015-11-20T22:02:51Z,2015-12-06T21:05:30Z,a1948eb1-dbbc-5349-aba4-ef331e85e22a,adb16241-da1d-5a6b-9ac7-144859665bb1
fdeb4edc-185c-54ae-9b52-468f8aa883de,6125c09d-9d73-5dd0-b6f3-43703a9053c6,DL-BE-30041,Primary,,2015-11-24T00:08:13Z,2016-10-09T17:08:00Z,335cce69-4cbb-5c4a-b818-994d807c7003,85e018e3-77d7-597b-85f0-92bb36ad6f02
f4afa698-9dbe-5df6-8ab0-9ada37037551,6125c09d-9d73-5dd0-b6f3-43703a9053c6,GEO-BG-30029,Sensor1,W,2015-11-24T00:08:13Z,2016-10-09T17:08:00Z,335cce69-4cbb-5c4a-b818-994d807c7003,85e018e3-77d7-597b-85f0-92bb36ad6f02
9e8d6f49-7b92-5bf4-adc5-d181385ebbd6,b0128fba-7679-535d-a9b1-454170ffdfae,DL-BE-30054,Primary,,2015-11-26T13:59:23Z,2016-10-10T20:58:04Z,ccf6ee4d-b0aa-54b6-82b7-f76e2ecbeabd,f140180c-6be7-54e3-ab2f-b0fc718c749e
246446a9-7055-50ff-b033-e2ac20d852ed,29b3b5d9-1d1f-5e5a-bc1e-4708ae6b90cf,DL-BE-30050,Primary,,2015-11-30T14:55:32Z,2015-12-22T18:31:20Z,0dbc6d7e-e828-5a19-a626-86f0737bbc5a,6ea0f074-863f-506f-b993-b11ed88435eb
ec9d13ce-8818-5f39-b559-8b03ac7fc560,ba85b3ac-441f-5962-a4af-2eb80ada2252,DL-BE-30009,Primary,,2015-12-02T13:42:42Z,2016-02-29T21:04:15Z,a48c8e7b-e0da-5ee1-be97-f01317b6ee67,1f3a80f5-41c5-5ce3-a52a-c3502f0dd540
236b930c-f2bc-5a3c-a0cc-fae3c9017e71,ba85b3ac-441f-5962-a4af-2eb80ada2252,GEO-BG-30020,Sensor1,N,2015-12-02T13:42:42Z,2016-02-29T21:04:15Z,a48c8e7b-e0da-5ee1-be97-f01317b6ee67,1f3a80f5-41c5-5ce3-a52a-c3502f0dd540
b5ccab61-b4bc-5a4e-86bc-289d8c3186bf,9baf4348-da57-5aba-8ef2-fc6ee71f0dcf,DL-BE-30042,Primary,,2015-12-04T15:18:12Z,2016-03-16T18:04:50Z,0b7796e8-96f4-54ce-a643-9763962a151a,e913708f-ce42-5f61-9825-149974c4361d
eba0350f-6877-52e4-824a-8c069081f59a,edafc051-c9e9-5a34-abb7-c540cd4edce7,DL-BE-30038,Primary,,2015-12-11T19:48:02Z,2016-09-13T17:07:45Z,2c4475fc-f509-597c-ad8f-c5e50a3e270e,c1e64527-6f99-508c-8082-0b689aedb49c
04cbb94d-53fa-553f-86e9-5cd62b68e058,0d2a43e1-c06f-5e1e-a70a-8580dd8a6468,DL-BE-30017,Primary,,2015-12-15T17:52:11Z,2016-10-03T18:47:42Z,f4e0eced-44e3-52b6-8b1b-6a720223463c,c0a87786-c2ea-5fbb-a0f6-52673d7cceee
0c50e527-6b8f-5d8b-b879-aa2552b4effa,0d2a43e1-c06f-5e1e-a70a-8580dd8a6468,GEO-BG-30018,Sensor1,V,2015-12-15T17:52:11Z,2016-10-03T18:47:42Z,f4e0eced-44e3-52b6-8b1b-6a720223463c,c0a87786-c2ea-5fbb-a0f6-52673d7cceee
53485978-778e-50d3-a46e-0c3f0473d5cc,5fe788c3-de61-586b-8e93-c70d78714108,DL-BE-30035,Primary,,2015-12-21T19:52:13Z,2016-09-13T17:38:45Z,e0cdeebe-48d8-5004-97f9-efa90baaf9bb,51761532-5813-51e7-8403-2d8562c062c4
c99cdf3c-c26d-55ef-9484-c03a76cfbe7a,ec0d76e0-6666-511c-ab62-553b73cfa0df,DL-BE-30057,Primary,,2015-12-25T22:39:51Z,2016-04-15T19:16:48Z,f354064b-571f-509e-b28b-d3a060ab75a9,2cb53c01-5778-57b6-8c92-03552500d490
2a549bf9-25a2-52ae-a7a9-4c5e67a52422,6528b367-aa8f-5728-a816-fcdf31a52801,DL-BE-30037,Primary,,2015-12-28T18:01:13Z,2016-06-06T21:41:32Z,da0a181c-f965-5aad-8043-690698cfead7,b0f41254-1c66-5e40-86cc-ca3e1c52556f
ff40a22d-390c-5fec-a145-3ef2ed789b10,0e42a118-e16f-5118-bfd4-633f2cac0d6c,DL-BE-30025,Primary,,2016-01-01T19:48:57Z,2016-11-02T20:37:28Z,fcd336e3-f806-5a7e-942d-98c262e4b7da,1a0b83b7-8b19-5450-b931-a2425f817b78
2153da53-387c-5b4d-ae55-2696e36f7b91,1ad3a9d6-6909-524b-9e6f-7035921107e5,DL-BE-30026,Primary,,2016-01-15T22:24:46Z,2017-02-13T22:28:52Z,ed7d07fb-46b1-5e3b-8566-398807d6b33e,c64abbe0-63e8-5afc-92b8-a89a7a7455e6
829fe587-68b4-5a29-af9f-36dc22bde7b9,8fb28662-0c38-5927-9c21-d56d43d80480,DL-BE-30005,Primary,,2016-01-15T14:58:55Z,2016-02-17T19:57:55Z,c45dab33-ff0d-5245-8955-3fb3d6008875,3ea7c525-0366-5afb-85ae-686b718a8952
62ee1080-4cba-5bc2-ac89-7a4476dfecdf,8fb28662-0c38-5927-9c21-d56d43d80480,GEO-BG-30007,Sensor1,H,2016-01-15T14:58:55Z,2016-02-17T19:57:55Z,c45dab33-ff0d-5245-8955-3fb3d6008875,3ea7c525-0366-5afb-85ae-686b718a8952
6412c3cf-84bf-5848-b4f9-ebd6edd6820d,8fb28662-0c38-5927-9c21-d56d43d80480,GEO-BG-30025,Sensor2,N,2016-01-15T14:58:55Z,2016-02-17T19:57:55Z,c45dab33-ff0d-5245-8955-3fb3d6008875,3ea7c525-0366-5afb-85ae-686b718a8952
9e993195-7b42-5400-97ae-8e22431a06a9,c769bb28-928d-503f-8ed4-6c06f89af044,DL-UM-40005,Primary,,2016-01-29T17:53:51Z,2016-03-10T19:45:33Z,b85c072e-18d7-5e85-8df2-dfb61ddc3cb9,32d32ebb-c6fa-5f95-b837-e7fbb89e2725
aba2554a-49dc-5854-b4a8-a3867d9fa76d,c769bb28-928d-503f-8ed4-6c06f89af044,SLM-UA-40000,Microphone,,2016-01-29T17:53:51Z,2016-03-10T19:45:33Z,b85c072e-18d7-5e85-8df2-dfb61ddc3cb9,32d32ebb-c6fa-5f95-b837-e7fbb89e2725
b25cba65-7cf4-5482-bdb9-4bfb6c0bbcc8,c769bb28-928d-503f-8ed4-6c06f89af044,GEO-UM-40005,Sensor1,W,2016-01-29T17:53:51Z,2016-03-10T19:45:33Z,b85c072e-18d7-5e85-8df2-dfb61ddc3cb9,32d32ebb-c6fa-5f95-b837-e7fbb89e2725
193680a3-1ce2-5d39-a6b5-3efc8996468b,b0542be2-9763-59f3-97f3-d6ecfffa123c,DL-BE-30032,Primary,,2016-02-05T22:46:41Z,2018-07-24T10:34:30Z,8d08dae7-7a80-5453-ae35-4c06eff91b5c,5a0a1aef-5c78-5ae6-8e18-e043b80fe476
a9ee7338-b822-5848-9c94-4a5c680bdd25,1318b5ca-0d77-5f66-89c4-1756d518cca1,DL-BE-30033,Primary,,2016-02-05T22:22:25Z,2016-06-27T18:30:00Z,92c1a702-1e18-5403-a462-67c67def886a,202706a5-89e6-5418-b443-b646bcbef5cc
a4142824-3d6c-5ace-9158-43f9c191724b,1f2d2776-5ff6-580e-ad7a-fe7db9b032d4,DL-D10-300000,Primary,,2016-02-24T20:20:03Z,2016-04-25T17:41:40Z,0794c9cb-3ecc-5cf4-af12-6ae406ea03d4,054abe1b-2d24-5ccd-845b-1c7b804a9b86
37418f56-2a60-560f-b3bd-72867ee4c6ca,ec9578a1-399d-58be-a8f7-b3717179215c,DL-BE-30011,Primary,,2016-03-18T20:07:00Z,2016-03-30T21:24:22Z,e713071d-0f62-50b8-b57a-b03989c77b5d,414828df-b35d-54e1-8944-9a77f4492a24
c848fc85-db75-51c7-bedd-04c4be811bf2,a5e208fa-60d4-54bb-a54d-c5df05e46087,DL-BE-30055,Primary,,2016-03-19T18:52:37Z,2017-05-01T20:29:21Z,04edeecb-571e-5c0c-8c8d-1dc6a10b0213,61d3431c-45c5-58a0-b733-8427162c270a
7f1e692f-cecb-5749-a5cb-202e5d7cc4e9,2dc81b6b-672b-5600-b869-11ebf8c164d7,DL-BE-30023,Primary,,2016-03-28T17:34:07Z,2016-08-08T21:32:15Z,3f196b19-c58b-57d9-b646-1c73457612de,6fa2aea1-cda5-598a-8189-8f8e71978257
2bb75252-b758-50b7-ae1c-3aa8757940d4,86fe46b9-fb85-59f3-aa7e-27dd341f3b75,DL-BE-30053,Primary,,2016-03-29T19:22:55Z,2016-07-18T20:50:51Z,407665a5-0ca9-510a-bbae-0c163d9545b0,cd6cea0c-1b76-584d-b6eb-0c8062075989
37cc5d7f-b7b9-53bb-900b-6586aa03cd3b,6ea4f5ad-1774-5146-b506-45c60edbd6bf,DL-UM-40004,Primary,,2016-04-04T20:13:00Z,2016-10-25T23:04:24Z,54806f4b-58e0-519c-a02b-5a05f1b19626,9a065416-8238-51f6-b2ce-4b4bab73af6e
9eb546d3-b1ca-5d15-9836-aa86abef1bf5,6ea4f5ad-1774-5146-b506-45c60edbd6bf,GEO-UM-40004,Sensor1,BH,2016-04-04T20:13:00Z,2016-10-25T23:04:24Z,54806f4b-58e0-519c-a02b-5a05f1b19626,9a065416-8238-51f6-b2ce-4b4bab73af6e
3637b000-a078-543c-8c64-0960bd1355c5,9ea42b4e-2ba9-5651-844f-ab08e2c788b5,DL-UM-40000,Primary,,2016-04-11T18:10:20Z,2016-04-19T18:17:43Z,43d533e3-1bf8-52fe-b8a5-5c889a222805,a3b4d38b-70b4-5214-badf-76e71ba4ff77
52f875c4-0143-532a-9ec8-cadc06eee8b7,779edf2c-bc53-578f-8020-b3d40f39a910,DL-BE-30022,Primary,,2016-04-14T17:55:31Z,2016-06-20T18:11:08Z,d5106e95-c688-5b8b-b8cc-dcd47afaf14e,f3b9398b-2b97-5a26-996b-ed749a4ecefa
3f225634-fa2b-5836-9b81-1f232f89c5b7,840c10a2-790d-5cd7-87ee-0c567c27b8a0,DL-UM-40005,Primary,,2016-04-14T19:01:03Z,2016-12-20T19:13:12Z,6771a452-1c61-5dd2-94e8-e6dffa4a0a09,744c34f0-e5ad-535b-866c-6cd655f7de35
ff396fa1-747a-5812-a61d-530c22d1b48d,840c10a2-790d-5cd7-87ee-0c567c27b8a0,GEO-UM-40005,Sensor1,H,2016-04-14T19:01:03Z,2016-12-20T19:13:12Z,6771a452-1c61-5dd2-94e8-e6dffa4a0a09,744c34f0-e5ad-535b-866c-6cd655f7de35
bdf53845-e88e-5d51-97c6-282dcb3d2a61,70923da1-cfc0-58e1-a761-27f355a31fb3,DL-BE-30011,Primary,,2016-04-18T19:00:39Z,2017-10-09T19:20:32Z,8b651689-b7af-578d-9762-59d7305942d4,a4c18ba6-298c-5468-b815-93d5b952e2bd
36f93d62-0109-5a0e-b593-036665eba9db,163f8368-a5ad-5ba5-9332-f8a40dddd4a4,DL-BE-30021,Primary,,2016-04-18T21:28:38Z,2017-01-23T22:17:50Z,ac687532-7ada-5ead-9fc2-de1a7baac48a,bb00505c-9663-5200-b242-42a7b16c982a
