RelationshipId,ParentAsset,ChildAsset,RelationshipType,Start,End,CreatedByLine,ClosedByLine
eceb7120-06dd-5fdf-92ca-4b346a829d4d,DL-BE-30006,GEO-BG-30004,Kit,2017-01-25T22:19:31Z,2017-07-20T19:04:21Z,e1a7a7f4-4e07-53ca-8d2b-794794e14041,d560db82-e445-5af5-9e67-f91ce0353876
6e61ab9f-2a41-5a2e-81f7-83156e8dcfe1,DL-BE-30034,GEO-BG-30026,Kit,2017-01-26T15:35:46Z,2017-04-24T18:48:34Z,805d26e2-d580-5a3f-abc4-7e6b8c681709,1f4ba5fe-3b76-5706-b666-9de41d715523
b984e7f9-7f9f-59a8-ae57-9bffe372af5f,DL-UM-40008,GEO-UM-40008,Kit,2017-01-31T20:49:34Z,2017-03-27T21:12:32Z,edc74fc5-bb29-52ba-baca-84142d305001,f508c8d1-ff3d-5687-acb4-c07d6586bc6e
fef97582-efe3-5fe7-bab4-de994ab6d0b6,DL-BE-30010,GEO-BG-30010,Kit,2017-02-06T15:38:14Z,2018-08-23T19:48:50Z,b50cfad9-6402-5a34-baf3-6b43fd16753f,85d031d8-5276-582d-bc11-4445f0cdeb9e
b32dcdbd-498d-5d6e-a3fc-11772fba5ecf,DL-UM-40005,SLM-UA-40000,Kit,2017-02-09T15:11:18Z,2018-04-03T20:04:23Z,86031c43-93ac-5ef4-9e8e-135cfbedfeb4,e339e2da-2eec-5114-b852-dd44e5e5a42f
4e528092-5d73-5b85-ab4e-327c03e0cb1f,DL-UM-40005,GEO-UM-40005,Kit,2017-02-09T15:11:18Z,2018-04-03T20:04:23Z,86031c43-93ac-5ef4-9e8e-135cfbedfeb4,e339e2da-2eec-5114-b852-dd44e5e5a42f
3611b92a-ee1b-504b-b612-08d3d7f5a4d2,MDM-3000000002,DST-5027,Component,2017-02-10T12:15:35Z,,dde69712-81cc-5085-b3a8-0f11e305a550,
0ae46356-b13a-5e73-bece-064c1a7d6e29,DL-BE-30047,GEO-BG-30031,Kit,2017-03-01T20:32:43Z,2017-09-20T19:53:56Z,5b15b698-02c7-586e-80bc-80f09d62d178,82daeda1-c136-5c74-9266-4ee8ba69bfa0
60c4445c-8481-56d9-a9b1-e3ef45a30cf4,DL-BE-30047,GEO-BG-30013,Kit,2017-03-01T20:32:43Z,2017-09-20T19:53:56Z,5b15b698-02c7-586e-80bc-80f09d62d178,82daeda1-c136-5c74-9266-4ee8ba69bfa0
30df27a3-614d-5def-96d5-307bed31f6a3,MDM-3000000003,DST-5028,Component,2017-03-06T13:40:07Z,,79e0ef68-140a-5294-99d7-45840b7b0653,
57b67e48-c3d7-52e1-b76f-633b57f8377b,DL-D10-300002,DST-5029,Component,2017-03-16T23:13:18Z,,cf90f559-0535-5e17-abc5-797067b75f76,
6443ed20-8901-5a7a-b2ec-81985d6fe739,DL-UM-40001,GEO-UM-40001,Kit,2017-03-27T19:20:10Z,2018-09-21T21:00:22Z,b276bed4-f85c-5e8c-bd2a-e7518acee068,0ec95178-91f7-562f-bc23-51c0a979f604
bbccecd7-c1fd-56d8-bf7e-8eaaba1e1307,DL-UM-40002,MDM-3000000000,Kit,2017-03-29T15:11:05Z,2017-11-28T19:21:14Z,f729ac15-cf6e-50aa-8cfe-828f3a298786,17a59f6c-7408-5335-8f7c-b7b740e11f16
a1d5d12e-f2f2-5c3b-865c-8fe09d97af63,DL-UM-40010,GEO-UM-40010,Kit,2017-03-30T16:25:23Z,2017-05-09T21:08:36Z,83d2ee3c-7fab-5157-8659-0a18de8a6620,46a24201-6589-50e6-a0be-c58328924e9b
6cd7f4b5-4aae-5e30-b482-31d08dc18c61,DL-UM-40007,GEO-UM-40007,Kit,2017-04-03T12:53:08Z,2017-05-31T18:52:51Z,3f1a6cb2-a045-52a0-ab20-8bff977880b0,858a0c76-a6bc-5a35-9036-494f2d0e5573
9d7fba42-4f8e-50ee-800a-ebd82ea60677,DL-D10-300002,GEO-C22-450000,Kit,2017-04-07T00:16:02Z,2019-08-26T17:22:09Z,9b1a3fa4-0c55-5292-b121-0519e094d02b,47fdd34d-afa6-58ab-bb23-6e4eb9285a49
7b716f61-2157-50be-9473-32b360ad7e1d,DL-BE-30005,GEO-BG-30025,Kit,2017-04-13T17:59:10Z,2017-11-21T21:11:31Z,e30ddc9d-f0d1-58ee-b242-7136edd858a3,cf3b3aa1-842b-568c-bd4d-56957dbf2047
d0c6eeca-8be2-51c6-a6fb-c5910cc9578f,DL-UM-40008,GEO-UM-40008,Kit,2017-04-17T12:27:48Z,2017-05-31T10:52:39Z,ce4345b2-eba4-56e3-bbff-614bde26a9f1,9acefbe1-768e-5afa-b518-910573dd6037
133f1a5d-9e4a-5534-b96c-807bdb840e2c,DL-UM-40000,GEO-UM-40000,Kit,2017-04-28T16:02:22Z,2017-06-26T19:18:34Z,af961126-cc45-596c-a9ba-26a625dce801,00651c89-e044-5777-b5e2-78d284e7fb7c
48352bef-8745-546b-a498-91c1f6692b0f,DL-BE-30002,GEO-BG-30000,Kit,2017-05-09T20:16:10Z,2017-05-30T17:54:00Z,c4e650c6-034e-568a-8f37-b8a75a9ea1c9,434c1d9f-4266-52c3-82ea-be721c1fdf2e
c2bb57ad-7e44-57a1-bf51-232c1fb889ab,DL-D10-300001,GEO-V12-400002,Kit,2017-05-11T14:35:36Z,2017-08-07T20:13:58Z,1bc22576-732e-510e-b6af-c07d8cd674cc,d962ec4f-2fb5-54b3-a8bd-f9d120b127f5
ec5ebb87-3f49-5164-a7b5-4dda800ebb10,DL-D10-300001,SLM-S50-500002,Kit,2017-05-11T14:35:36Z,2017-08-07T20:13:58Z,1bc22576-732e-510e-b6af-c07d8cd674cc,d962ec4f-2fb5-54b3-a8bd-f9d120b127f5
a5ba0b00-2153-511a-ab49-5797e871861c,DL-BE-30007,GEO-BG-30017,Kit,2017-05-11T12:05:01Z,2017-09-05T17:19:39Z,b55b97e0-2d26-527c-a72e-80fb3e8f37e0,46f87ed3-8adc-5a0c-b06b-bd503ae90095
97c3e091-e9cb-5f14-8226-f225c620e76f,DL-BE-30007,GEO-BG-30028,Kit,2017-05-11T12:05:01Z,2017-09-05T17:19:39Z,b55b97e0-2d26-527c-a72e-80fb3e8f37e0,46f87ed3-8adc-5a0c-b06b-bd503ae90095
7ad63c50-1a74-5bcd-b4c6-53ff1a75c201,DL-BE-30051,GEO-BG-30032,Kit,2017-05-11T20:50:30Z,2017-09-04T18:12:09Z,b9bedef2-edaa-5f60-9ade-fb9d8b84429d,82d95ae1-733d-5c71-b2d5-d4124bfd0c98
dbdd8248-4e99-5a27-8c1f-5ed0cf6ece97,MDM-3000000004,DST-5031,Component,2017-05-15T14:21:17Z,,8389e453-28ef-56e7-a0d9-afc8e10f567b,
c7737c16-ca92-5501-900f-6422d9632487,DL-BE-30034,GEO-BG-30024,Kit,2017-05-16T21:25:20Z,2017-09-18T18:45:36Z,5ebf1f16-bda7-5971-924a-8aeedc1a673e,3705b78f-0c1e-5685-bd63-ac0bb12c38bf
1763bc1b-5614-5985-a900-84ffb967fb5b,DL-BE-30034,GEO-BG-30026,Kit,2017-05-16T21:25:20Z,2017-09-18T18:45:36Z,5ebf1f16-bda7-5971-924a-8aeedc1a673e,3705b78f-0c1e-5685-bd63-ac0bb12c38bf
31240349-3be1-56d7-80a4-4a2ead539ad8,DL-BE-30023,GEO-BG-30027,Kit,2017-05-21T13:38:45Z,2017-07-10T20:15:38Z,2da11025-1fad-55dd-aceb-134e19a5593f,ba1491f6-00e1-58b1-86f2-c0dfebfdcf65
1abd5857-9a8c-575f-b3e6-843ac902dda6,DL-UM-40011,GEO-UM-40011,Kit,2017-06-05T18:01:02Z,2018-04-25T20:40:31Z,b5ccca73-ffe8-54d4-b0d2-2aeb1f8cd530,3193aa70-d5f5-59b8-ae5a-ee1228cb5615
c1e35af5-282a-57b5-9688-b793805b6f2e,DL-UM-40010,GEO-UM-40010,Kit,2017-06-12T17:14:52Z,2018-06-04T20:20:05Z,42295ec3-5c17-5511-817c-866bd450364f,7ffc31e1-3390-5138-b031-ae764d262d74
6a8a653e-82cf-5fff-83c3-7b4fac785f2d,DL-UM-40008,GEO-UM-40008,Kit,2017-06-26T19:14:02Z,2017-09-05T18:25:54Z,73ade140-fd5c-5df2-8a5b-96afd0ab68c4,66a2b93a-46db-57ae-8d5b-6a0cb5a43eee
c8ca4ccf-c1e6-54de-b397-b275c826f9b7,MDM-3000000005,DST-5033,Component,2017-06-27T12:01:26Z,,e359f99d-9cb6-50ee-81d2-251b57f9105d,
3fe8263c-4c23-5c24-9307-fcd819499eb5,DL-UM-40007,GEO-UM-40007,Kit,2017-07-20T11:41:22Z,2017-08-14T19:01:02Z,23999d1a-29db-5fdc-b8fc-1d6ece71a9c5,cb5d4733-633d-5a60-86e2-821e19b2b9e6
8db0a28b-cf4b-5919-b203-c062ae1ab5fe,DL-BE-30013,GEO-BG-30011,Kit,2017-07-26T13:26:24Z,2018-07-30T19:13:52Z,37734c64-1720-5057-b549-1a70459877db,80b85505-134e-5e03-bae2-28d4b6323fa5
3f4dbb2f-2f6c-5eba-bff4-19d03ffadf61,DL-BE-30008,GEO-BG-30009,Kit,2017-07-28T21:47:16Z,2017-11-20T19:06:15Z,4c622cd9-057c-58ed-96e6-d934df6465ab,58a80a44-41af-50b9-b2b8-0153bba394b2
5b61a763-2e70-5b5f-b213-dbfdc0280d59,DL-UM-40013,GEO-UM-40013,Kit,2017-08-01T12:55:54Z,2018-01-10T22:34:11Z,d7ba1b26-717f-5182-994c-c3685edc2df2,245b2601-2349-5965-b907-974334449651
32383b83-5072-5395-9f07-5754b2328d76,DL-UM-40012,GEO-UM-40012,Kit,2017-08-02T20:52:47Z,2018-04-25T20:51:01Z,fbcd1a04-4bf8-5219-be05-2ad7b3e972d6,4fe21f6f-269a-52ce-84d9-8ec845579c87
2263cc62-ed2f-518e-abd9-003281910c38,DL-UM-40009,GEO-UM-40009,Kit,2017-08-17T19:46:44Z,2018-01-11T18:01:15Z,c4160b48-defa-5cee-97e7-37d6160078f6,4ae984a6-6338-5208-a23b-ac7450aef1ff
adc6db7d-bdfa-583a-9e9e-19757cb03829,DL-UM-40009,MDM-3000000001,Kit,2017-08-17T19:46:44Z,2018-01-11T18:01:15Z,c4160b48-defa-5cee-97e7-37d6160078f6,4ae984a6-6338-5208-a23b-ac7450aef1ff
3f843278-12c3-58ff-95ee-678a2c042d0f,DL-BE-30023,GEO-BG-30027,Kit,2017-08-28T18:45:05Z,2018-04-23T20:27:37Z,d5bc9cab-9bf9-5a98-9500-ec62ac931950,9a02e1e6-cc60-5554-8e6c-8219aae809c7
025515f0-384d-5ba1-99cb-2e906b6da4b2,DL-UM-40000,GEO-UM-40000,Kit,2017-09-01T12:36:27Z,2017-09-07T21:27:01Z,52861039-06c2-5530-99eb-3ee0cd29b1ff,58824ff5-0285-58ba-8326-e3742f6e393f
9c9ae7cc-e5f9-5d00-b409-00e0223753a9,DL-D10-300001,GEO-V12-400002,Kit,2017-09-12T23:33:02Z,2017-11-09T22:38:31Z,b5307f4e-60b6-5a84-853b-3936a1216690,4503c5ff-8f47-598a-afe7-bc6c41075654
a8e4717d-419e-5f8a-a787-103ddc67497e,DL-D10-300001,SLM-S50-500002,Kit,2017-09-12T23:33:02Z,2017-12-13T22:58:23Z,b5307f4e-60b6-5a84-853b-3936a1216690,f4db1865-31a7-543a-8c79-100345033de4
b21081c0-10d0-5a83-a4b6-1f8a2f994b5a,DL-UM-40006,GEO-UM-40006,Kit,2017-09-12T14:02:07Z,2018-02-15T19:06:56Z,faf43095-5926-5d4e-9f04-9d100830e9ea,bbc0ed67-fdb2-51aa-9009-35f7c03086d3
e490e869-1aa1-5ec7-ac36-e8b2824d1d43,DL-UM-40000,GEO-UM-40000,Kit,2017-09-13T12:42:42Z,2017-11-10T22:19:57Z,3ff4343f-c82f-5fdd-bd01-9f793faf9e04,20adb036-258a-5113-ab27-cfb9938869e3
66451c53-5cfc-5ff8-9b22-c89da710e375,DL-BE-30007,GEO-BG-30017,Kit,2017-09-20T20:27:22Z,2017-11-07T21:11:02Z,0d3825b5-3119-549a-afc8-05ad20bfed9f,6f38176c-5061-5839-b81b-15a9a6340638
603040c5-7f9b-5ab7-9274-f9842afa7e92,DL-BE-30006,GEO-BG-30004,Kit,2017-09-20T17:11:43Z,2018-08-07T18:27:10Z,722175f0-ae3b-5fe5-b110-04c75908305f,f355c31a-25d7-52f7-bbff-de85cbebb245
4f6aefe1-1ad4-591c-a6f3-612ce58ec64c,DL-BE-30020,GEO-BG-30023,Kit,2017-09-26T17:47:18Z,2018-01-29T22:48:56Z,7abcd36f-2969-5f4c-b1e1-88840a999c7b,97668606-706f-59da-a33b-9f89eae2a9c6
a6dd5b6d-3787-52ed-8c87-378b462a6186,DL-BE-30051,GEO-BG-30032,Kit,2017-09-27T14:04:38Z,2017-10-16T19:03:28Z,e68d8657-84a3-562f-a604-8e9beb7937ec,453d22fd-2304-5f76-8305-cea6cedd20b7
eb66d593-56db-5d72-bc01-1af2c1f8bd48,DL-UM-40015,GEO-UM-40015,Kit,2017-09-27T16:37:33Z,2018-01-16T21:13:58Z,9d482f12-76c5-5ec5-bc4b-4c0a5c5d8224,c003b180-2f2e-5cc6-bae6-d3468fd99291
d28436d7-578a-514e-b78e-9616593e4909,DL-BE-30034,GEO-BG-30024,Kit,2017-09-27T17:46:49Z,2018-09-11T18:31:39Z,9120c22d-e489-5730-b368-15c44f6b1fc8,ab6a25a5-a175-54b0-bc2c-153620635544
83ef8958-5aa0-5f4e-a280-8d5d9470137c,DL-BE-30034,GEO-BG-30026,Kit,2017-09-27T17:46:49Z,2018-09-11T18:31:39Z,9120c22d-e489-5730-b368-15c44f6b1fc8,ab6a25a5-a175-54b0-bc2c-153620635544
ae92b724-4879-597f-815e-6a4c60d5289f,DL-UM-40014,GEO-UM-40014,Kit,2017-09-29T17:21:06Z,2018-05-20T17:20:18Z,0f72c556-f9bb-55ca-97cd-a576e1d4a1d6,a53460e8-6a73-5e65-b8ca-7424e43e51d8
2522ed98-4db2-584e-91b6-274f9df22db6,DL-BE-30018,GEO-BG-30021,Kit,2017-10-22T13:02:59Z,2018-07-10T17:41:58Z,3119d5e2-9824-5eee-8847-0d093cf62cf8,412479f1-da41-566a-a036-f99b91843e37
ecca395d-8aec-5c1a-99ed-527d91d266cd,DL-BE-30051,GEO-BG-30032,Kit,2017-10-24T14:41:45Z,2017-11-23T20:18:08Z,c76ecc9d-b230-5b60-b9a8-02a2ede75384,d72f20c5-9cf9-5369-9b7e-e7ad3d89b8ed
9609db9b-8446-531c-b649-a01e7f682964,DL-BE-30047,GEO-BG-30013,Kit,2017-11-06T16:38:20Z,2018-10-19T19:29:23Z,1c3627e5-7e71-58ac-92dc-a3d90a33bca5,6a31c8c9-d75c-5924-a8e3-ec47867e30ba
dd108231-8e9a-559c-a1d9-06f4907ea293,DL-BE-30036,GEO-BG-30030,Kit,2017-11-08T15:38:51Z,2018-07-07T19:48:51Z,e17a3d14-322f-502a-ad74-a57d655afdfb,1b7596c1-7a0d-5dee-aaad-5897e11a7a56
b34eecdc-9eda-5024-9bc9-0e2d4997f76a,DL-BE-30036,GEO-BG-30033,Kit,2017-11-08T15:38:51Z,2018-07-07T19:48:51Z,e17a3d14-322f-502a-ad74-a57d655afdfb,1b7596c1-7a0d-5dee-aaad-5897e11a7a56
e881e4e9-388a-5e4f-8756-c2d108c6a374,DL-UM-40008,GEO-UM-40008,Kit,2017-12-04T20:50:40Z,2018-09-24T18:31:34Z,a0e0a929-1220-5225-a4b7-26df5b10232d,18b1f6aa-71c9-5098-b8f2-6f5270ba0b73
efac7c5c-120c-55f3-b1a2-c54de4203a80,DL-BE-30002,GEO-BG-30000,Kit,2017-12-13T20:57:54Z,2019-09-09T20:00:37Z,943de2e3-a570-5698-9b4e-b8fd56aa18a2,9ff21d00-792b-59f2-8af6-fef40c19a477
efb15e5f-e682-5195-8694-300275043aad,DL-BE-30051,GEO-BG-30032,Kit,2017-12-21T12:07:08Z,2018-06-08T20:19:59Z,4d0aa3fc-064c-5c35-928b-f720edc63732,6cc8c673-e1d9-5fc7-ba7a-bdfeba2cef24
6fe034cc-84b1-5a14-a70e-28c1206f319e,DL-D10-300001,GEO-V12-400002,Kit,2017-12-25T20:32:49Z,2019-01-30T18:40:42Z,389a132f-4061-5534-b0c7-3395c2b1d1df,9937263e-8116-5013-bdee-c5dc7d8b9186
249a09d5-586b-52ca-b6fe-cd783c5b75f5,DL-BE-30007,GEO-BG-30017,Kit,2017-12-25T13:35:39Z,2018-06-11T18:58:57Z,26028a3d-9bc4-5984-8fdb-257230682835,da782927-1a42-5d11-83ba-3b103581909d
502b1033-8383-542c-85fe-4a6b053e3862,DL-BE-30007,GEO-BG-30028,Kit,2017-12-25T13:35:39Z,2018-06-11T18:58:57Z,26028a3d-9bc4-5984-8fdb-257230682835,da782927-1a42-5d11-83ba-3b103581909d
504d82bb-124a-5914-b54d-ca67a0c5aefd,DL-BE-30008,GEO-BG-30009,Kit,2017-12-28T16:59:17Z,2018-04-16T20:41:27Z,ca5ba24a-328b-535c-a735-593ef37b743e,2961de81-fd04-584e-9dc7-7ef6d26dc1df
1264e12f-ea6b-5cc3-bb22-fcf37481e092,DL-UM-40003,GEO-UM-40003,Kit,2018-01-10T13:45:35Z,2018-06-28T21:08:06Z,24052454-1da3-5a7f-b832-7432a0d039fb,608f54d4-1bec-5305-a5ea-bd2f0c1cf4e5
1e55ee70-c45f-50f9-a9e1-0d5cb6332976,DL-UM-40000,GEO-UM-40000,Kit,2018-01-11T21:29:35Z,2018-02-15T22:34:43Z,c5d22791-5b93-51ab-9062-04522275a047,a6525efe-f07d-57be-a971-89cf910097fd
463a067d-ec51-5a19-82c0-4460f890e8bb,DL-UM-40002,GEO-UM-40002,Kit,2018-01-19T13:10:41Z,2018-08-20T17:49:15Z,12768f60-e791-59c3-8c9b-b4c37c82c619,a54e9b7a-b1c3-5420-935e-88c40dcada01
0afab9f5-abcd-5dba-8f74-db468f944e47,DL-UM-40002,MDM-3000000000,Kit,2018-01-19T13:10:41Z,2018-08-20T17:49:15Z,12768f60-e791-59c3-8c9b-b4c37c82c619,a54e9b7a-b1c3-5420-935e-88c40dcada01
baccf982-d724-501a-8c46-e652296da3f8,DL-UM-40015,GEO-UM-40015,Kit,2018-01-22T19:42:32Z,2018-04-05T21:39:55Z,6c5cc28c-9107-5ec2-aa82-68f803ec128c,6825fb45-b9c7-56d0-8bde-329b215481bd
778007c3-116d-565d-91c9-83c9d44d05e6,DL-BE-30012,GEO-BG-30019,Kit,2018-02-12T19:53:18Z,2019-12-30T18:14:08Z,6da3dc75-5fed-5985-a290-6babc7de46d3,924ea4ac-e659-55ab-a90c-63ef74809b93
c4db5cc9-9929-50e6-b695-3b826b7e5efd,DL-UM-40009,GEO-UM-40009,Kit,2018-02-16T22:49:25Z,2018-06-15T21:50:33Z,9c73a3b7-18b5-558c-889b-689020bbe3ea,442c95bb-d13c-525d-b970-b63023fdb600
f9837883-f460-5da6-a96c-3bb93e4a7a0a,DL-UM-40009,MDM-3000000001,Kit,2018-02-16T22:49:25Z,2018-06-15T21:50:33Z,9c73a3b7-18b5-558c-889b-689020bbe3ea,442c95bb-d13c-525d-b970-b63023fdb600
075ee482-41df-5fc6-983c-9fba85d1ada6,DL-BE-30020,GEO-BG-30022,Kit,2018-02-20T19:23:48Z,2019-03-25T19:21:37Z,fe421fef-2f8a-5958-a6e3-e4b12c57d363,fd6dba92-86d2-53b4-bbc1-7c5c29779099
392fb966-3b4d-525b-b772-7344a2fc786f,DL-BE-30020,GEO-BG-30023,Kit,2018-02-20T19:23:48Z,2019-03-25T19:21:37Z,fe421fef-2f8a-5958-a6e3-e4b12c57d363,fd6dba92-86d2-53b4-bbc1-7c5c29779099
4d71425c-7aed-5bfd-8f85-d1a6ee6d3be0,DL-UM-40000,GEO-UM-40000,Kit,2018-02-28T22:23:53Z,2018-11-30T22:49:24Z,185d50cc-4352-55ec-bca2-c46ada86740d,13eb0fe8-bfb6-555b-9468-cb87bae45bd4
db5bffaf-7f33-5144-a3eb-b02db97ecbe1,DL-UM-40013,GEO-UM-40013,Kit,2018-03-20T13:17:02Z,2018-04-15T17:55:41Z,ab4d0007-1169-5226-b59c-7f5b8913cc73,510c4e4e-54e1-5b17-b947-6029e4b50f72
65007eb3-96fc-5913-bfeb-376abdae64e1,DL-UM-40007,GEO-UM-40007,Kit,2018-03-22T12:13:33Z,2018-04-25T17:38:25Z,ef82926c-9160-58ca-ae59-a78de84ebb52,e3470aef-8a06-5c11-b3f6-25762b69fb06
09f8f505-373c-5960-bdeb-dc43876e81f0,DL-UM-40005,GEO-UM-40005,Kit,2018-05-04T20:24:23Z,2018-09-17T20:41:43Z,bd8988e7-854b-5509-a5bd-886ec6ab4604,53693938-6ee0-5c94-b638-9e55c48535fa
96323224-0f4d-54e1-86bd-b8469e21985d,DL-UM-40005,MDM-3000000003,Kit,2018-05-04T20:24:23Z,2018-09-17T20:41:43Z,bd8988e7-854b-5509-a5bd-886ec6ab4604,53693938-6ee0-5c94-b638-9e55c48535fa
102762a2-6baa-5270-9cd7-9248410658d6,DL-UM-40011,GEO-UM-40011,Kit,2018-05-07T15:29:02Z,2018-09-03T20:27:17Z,7f356787-d9b5-5c01-9771-d74c49ed0b54,767ad554-dff2-54dd-9d67-2f9d2f82091c
9e4b8766-e4d3-575c-97cb-4342ed428121,DL-UM-40015,GEO-UM-40015,Kit,2018-05-14T18:01:09Z,2018-08-20T20:15:29Z,17521356-9ee6-579d-b9bb-4f484fbe3dc8,118b98dd-149b-5c2c-8543-82d4f3538ec0
5b23577d-e7e6-5668-8de7-d27fc47a4737,DL-UM-40013,GEO-UM-40013,Kit,2018-05-25T10:01:17Z,2018-06-14T19:33:47Z,624db35c-990b-5613-b3c3-ed8d4228d65c,1cacc30c-2557-5999-b76c-15180f27e7af
468c0c68-f65d-5f51-9f53-a0a88f372697,DL-UM-40007,GEO-UM-40007,Kit,2018-05-28T14:07:11Z,2018-12-04T21:22:46Z,7bf05465-8f4a-5b3c-97c3-da2c08136432,ebecf349-e788-584b-bbc2-3ad3279784ef
0652d1fb-dbb9-52c9-b898-62d4fe30e329,DL-BE-30008,GEO-BG-30009,Kit,2018-06-04T19:15:15Z,2018-12-28T22:51:18Z,b11d7967-6fb4-5dab-9a42-efd54ba1cd6a,5ec343a5-0533-5402-9528-b0ff06061646
3fd8f9a7-9a95-5c16-b86a-092a15dc0114,MDM-3000000006,DST-5040,Component,2018-06-06T12:49:16Z,,498e70f7-86e7-5d47-b191-f1834dd59191,
6cb94960-ef62-56c7-91c9-1408146f642c,DL-BE-30015,GEO-BG-30016,Kit,2018-06-11T18:19:50Z,2018-06-19T20:08:01Z,4c2f58d7-d421-5d6a-ba4e-76799df376e0,764eb6f5-e195-5fda-9add-93821dd13ed4
ef01f0d9-8627-52ca-bb84-425025ba0b34,DL-BE-30023,GEO-BG-30027,Kit,2018-06-12T16:46:06Z,2019-01-11T19:44:51Z,d852ff1a-d486-580b-b0f3-82593c1aa023,6d39840c-7960-5e4b-9a92-9122815a56d1
89c94d38-e6ed-5a1c-881f-1020a4b53665,DL-UM-40016,MDM-3000000002,Kit,2018-06-22T18:57:27Z,2018-11-05T20:10:40Z,9c00b6c8-2ef6-5e32-9df8-75d28e29ec53,6feb8d31-069d-5e7c-a30a-d5cd7596f558
7f6a7b24-36f6-5de4-92e5-2eaf3ccdcc08,DL-UM-40016,GEO-UM-40016,Kit,2018-06-22T18:57:27Z,2018-11-05T20:10:40Z,9c00b6c8-2ef6-5e32-9df8-75d28e29ec53,6feb8d31-069d-5e7c-a30a-d5cd7596f558
a0074108-f1f6-5cc3-8696-fcfd432248a6,DL-UM-40009,GEO-UM-40009,Kit,2018-07-05T16:14:44Z,2018-09-04T18:15:38Z,0ff93f9d-ffa5-5ece-a1af-69628ef020aa,2b33f224-3d32-5579-8cb0-1d19e154b1c9
78e789bf-e853-5e45-a392-1b67d9c44a3d,DL-UM-40009,MDM-3000000001,Kit,2018-07-05T16:14:44Z,2018-09-04T18:15:38Z,0ff93f9d-ffa5-5ece-a1af-69628ef020aa,2b33f224-3d32-5579-8cb0-1d19e154b1c9
8cc49b41-9a6e-5796-a715-8de64d6f7f73,DL-BE-30036,GEO-BG-30030,Kit,2018-07-16T18:35:45Z,2019-10-31T21:52:55Z,a4591401-695d-5c08-803d-c17374a7385b,5209ecaa-579a-55df-88a2-1d241f85d356
6caff548-4fc6-5eb3-81ac-a27b3711a366,DL-BE-30036,GEO-BG-30033,Kit,2018-07-16T18:35:45Z,2019-10-31T21:52:55Z,a4591401-695d-5c08-803d-c17374a7385b,5209ecaa-579a-55df-88a2-1d241f85d356
b1d40b23-c8b8-538c-a46f-8168c23cf0be,DL-UM-40014,GEO-UM-40014,Kit,2018-07-18T20:41:36Z,2018-10-05T20:34:01Z,2dae00d9-31b9-5641-a6cc-ce383d9326aa,8b911599-4533-5d02-bbe6-270eb33f1c82
e0dd4eaf-ed4d-595d-9243-e4398cf6c52f,DL-UM-40013,GEO-UM-40013,Kit,2018-07-23T19:10:55Z,2018-08-01T18:53:48Z,73443a52-2af3-5a7d-acad-7f956bb47271,355748ed-6523-5536-9fdf-8c9223052357
20675fcb-daa7-51fb-905d-fbf4da8dce34,DL-UM-40004,MDM-3000000005,Kit,2018-07-26T16:19:55Z,2019-07-17T17:16:36Z,6b828230-f904-5e3a-8547-c9e7aa2a0060,79a6408c-5bd8-55fd-b3ce-6a8adfc5ca30
d530bc8a-16f9-59fb-93a7-7a9f840b0149,DL-BE-30051,GEO-BG-30032,Kit,2018-07-30T13:36:58Z,2019-02-13T21:09:55Z,dc98d7c5-c80f-5b8c-b641-69bfa9d18f36,5de2da81-744d-5abc-b603-8f256a4d1907
fa5e7edf-edd8-5cc2-9c2f-f09146ea2147,DL-UM-40012,GEO-UM-40012,Kit,2018-08-03T15:29:13Z,2019-12-24T19:38:31Z,5dc682e3-f97c-5a86-94f5-6048d96c046a,31b5caaf-d4e2-53f7-9d4d-74bcc5cf8d3b
c9a55dc8-caf3-5a2a-b5b3-0d59692e3db3,DL-BE-30007,GEO-BG-30017,Kit,2018-08-07T18:46:19Z,2018-08-23T20:12:00Z,c0397f55-d59b-57c1-8337-a1b3037db342,12844276-4be1-5aca-b676-28b510bffc44
778c365f-0bb7-5eb4-937f-31316333d1ac,DL-BE-30007,GEO-BG-30028,Kit,2018-08-07T18:46:19Z,2018-08-23T20:12:00Z,c0397f55-d59b-57c1-8337-a1b3037db342,12844276-4be1-5aca-b676-28b510bffc44
bcf8ae8d-0981-55ce-b9a5-3e07e61463af,DL-BE-30009,GEO-BG-30020,Kit,2018-08-16T20:28:48Z,2019-05-27T10:38:19Z,306f2ccc-b5b1-51ac-8d11-dd61e1bbf711,bc79fb89-6dec-5041-96eb-a50b29827d5f
cc4e82ec-0150-5b55-91d4-1e1302b59958,DL-UM-40013,GEO-UM-40013,Kit,2018-08-16T15:04:46Z,2018-09-07T18:37:22Z,93a4b6e8-0439-5e51-a7a1-52d50c14b2a1,89c0ba79-f222-5246-93f9-7c5d4921a4d3
b337aee9-0388-527d-bfcc-61cfa80b87ea,DL-UM-40017,GEO-UM-40017,Kit,2018-08-22T17:26:22Z,2018-11-08T21:43:07Z,8f333222-bd72-5e51-97b9-66ab116c9a91,586d1c35-ec0e-5c08-b059-38598eb12c07
c52ea63f-2cf7-5529-8cd3-debb9777e0c9,DL-BE-30015,GEO-BG-30016,Kit,2018-08-23T12:26:27Z,2020-10-06T19:29:55Z,38bc285b-5927-5c06-bfd7-1c21f145b351,2e240351-6d60-5997-b4f8-ccc8c0df176a
