RecordId,AssetId,CalibrationDate,NextDueDate,Lab,CertificateNumber,CertificateUrl,Cost,Result
1e77756f-1b0f-565a-9385-5391ae2120eb,DL-BE-30044,2016-08-15,2017-08-15,Montreal Calibration,SYN-MC-16-000487,,365.00,Adjusted
527cb039-1a43-5434-8af2-1a5b75b71ac8,DL-BE-30010,2016-08-27,2017-08-27,Montreal Calibration,SYN-MC-16-000488,,365.00,Pass
3dc28d41-4d68-5e56-9590-cf365b5037f8,SLM-S50-500004,2016-08-29,2017-08-29,,SYN-FACTORY-000489,,,Pass
cf037de1-c3a0-5dc1-9812-0ca10e105ab2,DL-BE-30060,2016-09-02,2017-09-02,Montreal Calibration,SYN-MC-16-000490,,475.00,Pass
7cc2cb98-6e39-5b91-a14c-000e95e4f3cb,GEO-V12-400002,2016-09-05,2017-09-05,,SYN-FACTORY-000491,,,Pass
fb9863d7-dad9-5006-9700-be2d96c2ded9,DL-BE-30049,2016-09-05,2017-09-05,Montreal Calibration,SYN-MC-16-000492,,425.00,Pass
f0b890b1-caf5-50fa-9030-1cd7be6b2841,DL-BE-30030,2016-09-08,2017-09-08,Montreal Calibration,SYN-MC-16-000493,,405.00,Pass
29c146f8-498a-5296-b71a-caf1aa14b387,GEO-UM-40003,2016-09-09,2017-09-09,Montreal Calibration,SYN-MC-16-000494,,280.00,Pass
3670e6c5-39f0-55c5-832d-556dd4a8f641,DL-BE-30020,2016-09-12,2017-09-12,Montreal Calibration,SYN-MC-16-000495,,415.00,Pass
53379d7a-606c-5830-9698-e134bf426fe4,SLM-UA-40000,2016-09-13,2017-09-13,Montreal Calibration,SYN-MC-16-000496,,375.00,Pass
2d49a832-46fc-51db-8332-5ce9222cf086,DL-D10-300001,2016-09-15,2017-09-15,,SYN-FACTORY-000497,,,Pass
1f47a732-21d5-54c8-9b40-3f147e43001d,DL-UM-40001,2016-09-15,2017-09-15,Montreal Calibration,SYN-MC-16-000498,,385.00,Adjusted
bcb3eab0-6788-53d5-aa52-a9979b4a248e,GEO-UM-40001,2016-09-19,2017-09-19,Montreal Calibration,SYN-MC-16-000499,,290.00,Adjusted
dae5912d-5401-5b50-a047-29a167825372,DL-BE-30016,2016-09-19,2017-09-19,Montreal Calibration,SYN-MC-16-000500,,385.00,Pass
50516c99-8098-55b4-b5f3-d6469929dda1,SLM-LD-5000000,2016-09-23,2017-09-23,Montreal Calibration,SYN-MC-16-000501,,355.00,Pass
af200a61-8188-5d9c-b8b0-e86bd8780de2,SLM-LD-PA-5000,2016-09-23,2017-09-23,Montreal Calibration,SYN-MC-16-000502,,300.00,Pass
b554504a-54fd-5a36-81f0-1d3d3365faf8,SLM-LD-EL-700000,2016-09-23,2017-09-23,Montreal Calibration,SYN-MC-16-000503,,370.00,Pass
9c7e05cf-9e1e-5bb1-9f69-6ae240971a3e,GEO-BG-30023,2016-09-30,2017-09-30,Montreal Calibration,SYN-MC-16-000504,,230.00,Pass
44e6e114-7c31-5dfe-b260-a0a07c84b467,DL-BE-30045,2016-09-30,2017-09-30,Montreal Calibration,SYN-MC-16-000505,,480.00,Pass
0f161b6b-12c2-5261-b252-3bedf26654a8,DL-BE-30015,2016-10-03,2017-10-03,Montreal Calibration,SYN-MC-16-000506,,380.00,Pass
0c03fd55-52bf-577c-87e4-061f8c1fbaa2,GEO-BG-30025,2016-10-05,2017-10-05,Montreal Calibration,SYN-MC-16-000507,,245.00,Pass
0e8fc0a5-33ca-5682-a159-7c46d8c177f7,GEO-BG-30022,2016-10-06,2017-10-06,Montreal Calibration,SYN-MC-16-000508,,280.00,Pass
93946280-cea1-56eb-8e8a-c16e7051e2c2,DL-UM-40003,2016-10-12,2017-10-12,Montreal Calibration,SYN-MC-16-000509,,450.00,Pass
0874ee0d-fdfe-50be-880e-9571f243ae60,GEO-BG-30016,2016-10-12,2017-10-12,Montreal Calibration,SYN-MC-16-000510,,255.00,Pass
26777218-5501-5d13-b98f-6b086100e829,DL-BE-30035,2016-10-14,2017-10-14,Montreal Calibration,SYN-MC-16-000511,,360.00,Pass
77096340-5829-58d8-8716-81fd82018175,DL-BE-30054,2016-11-06,2017-11-06,Montreal Calibration,SYN-MC-16-000512,,360.00,Pass
6d43d912-ba22-59a4-9343-4606b44b565a,DL-BE-30056,2016-11-08,2017-11-08,Montreal Calibration,SYN-MC-16-000513,,390.00,Pass
9ec78b7a-064c-523a-9d04-6e9e1261c208,DL-UM-40008,2016-11-10,2017-11-10,,SYN-FACTORY-000514,,,Pass
4092dc36-3ca2-55c2-a491-4f1cb2c655d9,GEO-UM-40008,2016-11-10,2017-11-10,,SYN-FACTORY-000515,,,Pass
3ecaaa27-80de-53aa-bb84-a02306b9953f,DL-BE-30041,2016-11-14,2017-11-14,Montreal Calibration,SYN-MC-16-000516,,390.00,Adjusted
31909f6a-a928-5038-8ac3-eae82842778f,GEO-BG-30029,2016-11-14,2017-11-14,Montreal Calibration,SYN-MC-16-000517,,230.00,Pass
38597eca-ca59-55c4-ad96-9c1d5ef146b7,GEO-UM-40004,2016-11-22,2017-11-22,Montreal Calibration,SYN-MC-16-000518,,270.00,Pass
65ee85b7-48d0-5249-9469-1fb3043263d3,GEO-BG-30013,2016-11-24,2017-11-24,Montreal Calibration,SYN-MC-16-000519,,245.00,Adjusted
704a2eed-7118-5495-94aa-4d10a068a28e,DL-BE-30047,2016-11-28,2017-11-28,Montreal Calibration,SYN-MC-16-000520,,370.00,Pass
35d71296-5f58-5940-95eb-f2dd59bbf6cf,GEO-V12-400003,2016-12-02,2017-12-02,,SYN-FACTORY-000521,,,Pass
a3ae47d2-7fc2-5f92-8143-e1e60cf41b13,GEO-BG-30021,2016-12-05,2017-12-05,Montreal Calibration,SYN-MC-16-000522,,220.00,Pass
1eee284f-cc90-592b-8c4a-9bb3b5bc6208,SLM-S50-500000,2016-12-12,2017-12-12,Montreal Calibration,SYN-MC-16-000523,,315.00,Pass
faceb749-67cb-5b11-bf67-4324d158659e,GEO-BG-30031,2016-12-13,2017-12-13,Montreal Calibration,SYN-MC-16-000524,,260.00,Pass
5cea4563-256b-514b-8b1b-200f2d7a503b,GEO-SE-30000,2016-12-14,2017-12-14,Montreal Calibration,SYN-MC-16-000525,,295.00,Pass
b43058e7-9379-57a0-8dcb-57ee83aa520b,DL-UM-40004,2016-12-14,2017-12-14,Montreal Calibration,SYN-MC-16-000526,,375.00,Pass
8cc78f53-c25c-5176-9dbf-dbf00aef402f,DL-UM-40009,2016-12-17,2017-12-17,,SYN-FACTORY-000527,,,Pass
ec87d7fc-3356-5faa-8f93-f859c0e479b3,GEO-UM-40009,2016-12-17,2017-12-17,,SYN-FACTORY-000528,,,Pass
dd6dd1a1-f2d8-5dcb-863a-f883167f3725,GEO-UM-40005,2017-01-05,2018-01-05,Montreal Calibration,SYN-MC-17-000529,,235.00,Pass
84109a88-8b44-5b94-b2d3-9a797be11214,DL-UM-40005,2017-01-09,2018-01-09,Montreal Calibration,SYN-MC-17-000530,,390.00,Pass
01dd03e2-a474-57ce-87c3-80e76997762b,SLM-S50-500005,2017-01-09,2018-01-09,,SYN-FACTORY-000531,,,Pass
01c966fa-9672-5a80-904b-bbb08a023db2,GEO-V12-400000,2017-01-11,2018-01-11,Montreal Calibration,SYN-MC-17-000532,,220.00,Pass
2c24f971-c889-5760-91d4-9d0bce67b43e,DL-BE-30009,2017-01-13,2018-01-13,Montreal Calibration,SYN-MC-17-000533,,425.00,Adjusted
aba31f9b-3832-58b5-bc2e-1f082ed671b6,VWR-E-2000000,2017-01-16,2019-01-16,Montreal Calibration,SYN-MC-17-000534,,220.00,Adjusted
280db1a8-b552-5cb6-9213-7cd22f12c97f,DL-BE-30034,2017-01-19,2018-01-19,Montreal Calibration,SYN-MC-17-000535,,390.00,Pass
da4491b2-9e65-5cfd-aabe-4e4e509f26f2,GEO-BG-30026,2017-01-19,2018-01-19,Montreal Calibration,SYN-MC-17-000536,,245.00,Pass
142183f0-3720-5eb4-847c-942e413587a0,SLM-S50-500001,2017-01-23,2018-01-23,Montreal Calibration,SYN-MC-17-000537,,330.00,Pass
41971363-0142-594a-8553-92ef89bb1495,DL-BE-30039,2017-01-27,2018-01-27,Montreal Calibration,SYN-MC-17-000538,,375.00,Pass
2ab42aaa-1d8b-5557-a19e-52d4519902e9,DL-BE-30028,2017-01-30,2018-01-30,Montreal Calibration,SYN-MC-17-000539,,385.00,Pass
55e77d8b-62b6-5c5b-b9f6-f7f12b123980,GEO-BG-30024,2017-01-31,2018-01-31,Montreal Calibration,SYN-MC-17-000540,,290.00,Pass
aca309bc-2f31-53cb-b608-fd9b438180e5,GEO-V12-400001,2017-02-06,2018-02-06,Montreal Calibration,SYN-MC-17-000541,,295.00,Pass
78243747-6996-5333-91d8-71f3c43339ce,GEO-SE-30001,2017-02-10,2018-02-10,Montreal Calibration,SYN-MC-17-000542,,230.00,Adjusted
1bb3ecea-52d3-58cf-98ff-e3fc793591de,DL-UM-40010,2017-02-13,2018-02-13,,SYN-FACTORY-000543,,,Pass
9b2ab61e-84c8-524d-bb8c-c466cc7f9fe8,GEO-UM-40010,2017-02-13,2018-02-13,,SYN-FACTORY-000544,,,Pass
c2d9c133-5af1-53bf-abe0-5c32d3b8f572,GEO-BG-30032,2017-02-13,2018-02-13,Montreal Calibration,SYN-MC-17-000545,,235.00,Pass
7e76a4ac-7b71-5284-a37c-817a68be6b8f,VWR-70001,2017-02-14,2019-02-14,,SYN-FACTORY-000546,,,Pass
ad02fc22-bc5f-5b49-b634-5318e689f2ff,DL-BE-30025,2017-02-17,2018-02-17,Montreal Calibration,SYN-MC-17-000547,,390.00,Pass
5a1ea3f8-d791-594c-b3ab-e418b97f252c,SLM-S50-500002,2017-02-27,2018-02-27,Montreal Calibration,SYN-MC-17-000548,,375.00,Adjusted
e31c3f25-8bb7-5f96-948d-ed68b0ae3688,DL-BE-30057,2017-02-28,2018-02-28,Montreal Calibration,SYN-MC-17-000549,,365.00,Adjusted
7860ab1b-bb60-5767-9b5b-1d1046c304c4,GEO-UM-40006,2017-03-02,2018-03-02,Montreal Calibration,SYN-MC-17-000550,,295.00,Pass
fc8969de-8c4d-52e6-9aea-b8dc25f39be7,DL-BE-30024,2017-03-03,2018-03-03,Montreal Calibration,SYN-MC-17-000551,,480.00,Pass
5a4f15e8-3536-5f9f-85b2-a9ec0cb706fd,GEO-BG-30000,2017-03-06,2018-03-06,Montreal Calibration,SYN-MC-17-000552,,255.00,Pass
90c61f36-f362-5f9d-a174-c7268f39553c,TLT-850000,2017-03-06,2019-03-06,Montreal Calibration,SYN-MC-17-000553,,210.00,Pass
71d77eb6-e167-53ce-ade5-2062561c847b,DL-BE-30026,2017-03-14,2018-03-14,Montreal Calibration,SYN-MC-17-000554,,410.00,Pass
6b756125-5dd9-56fe-a2ac-24897a1eaf4b,DL-D10-300002,2017-03-16,2018-03-16,,SYN-FACTORY-000555,,,Pass
2f96d6e1-6f68-55b8-9010-d26585234d60,GEO-BG-30006,2017-03-20,2018-03-20,Montreal Calibration,SYN-MC-17-000556,,255.00,Pass
63c29a7e-3ca0-5de6-af74-95b2133b3397,DL-UM-40007,2017-03-21,2018-03-21,Montreal Calibration,SYN-MC-17-000557,,430.00,Pass
556d8bde-87bf-507b-8d55-75b7a02099f4,GEO-UM-40007,2017-03-29,2018-03-29,Montreal Calibration,SYN-MC-17-000558,,240.00,Pass
b5f26fc3-18eb-50ce-b4d5-8102e2d4b71c,DL-BE-30031,2017-04-07,2016-07-27,Montreal Calibration,SYN-MC-17-000559,,430.00,Fail
6be59484-984c-55f8-9054-d01b7bf1a2b7,DL-BE-30005,2017-04-10,2018-04-10,Montreal Calibration,SYN-MC-17-000560,,405.00,Pass
754f6caa-b3fb-5d61-909e-75de39609885,DL-BE-30048,2017-04-14,2018-04-14,Montreal Calibration,SYN-MC-17-000561,,435.00,Pass
dcf63f0d-34d1-5048-94f2-a2972685645e,GEO-BG-30007,2017-04-14,2018-04-14,Montreal Calibration,SYN-MC-17-000562,,275.00,Pass
18f39cea-d135-5bd8-a98c-88b3084b04ff,GEO-BG-30027,2017-04-20,2018-04-20,Montreal Calibration,SYN-MC-17-000563,,260.00,Pass
fea99b7e-e854-5461-8308-faf349cc06e7,SLM-S50-500003,2017-04-24,2018-04-24,Montreal Calibration,SYN-MC-17-000564,,375.00,Pass
fc328dbf-afed-532f-ab03-3d21d72e7dad,DL-BE-30051,2017-04-26,2018-04-26,Montreal Calibration,SYN-MC-17-000565,,445.00,Pass
7edefb9a-4043-50ab-a1a4-d6e98bbce31f,SLM-S50-500006,2017-04-27,2018-04-27,,SYN-FACTORY-000566,,,Pass
5af55696-3ce6-55dc-a383-3749fc1cb3f5,GEO-BG-30017,2017-04-27,2018-04-27,Montreal Calibration,SYN-MC-17-000567,,285.00,Adjusted
6807d1df-35c8-5c94-8437-894a6dbbfc98,DL-BE-30023,2017-05-05,2018-05-05,Montreal Calibration,SYN-MC-17-000568,,400.00,Pass
16dcd50c-3206-58be-beb9-2e695455a445,DL-UM-40011,2017-05-08,2018-05-08,,SYN-FACTORY-000569,,,Pass
132341bd-7cbc-5823-806c-54cf497b49bb,GEO-UM-40011,2017-05-08,2018-05-08,,SYN-FACTORY-000570,,,Pass
26f1de49-0900-530d-874d-08ad0da4afe7,DL-BE-30033,2017-05-08,2018-05-08,Montreal Calibration,SYN-MC-17-000571,,400.00,Pass
d05efe65-c2af-533e-9334-5e8cdcbb39ba,DL-BE-30007,2017-05-10,2018-05-10,Montreal Calibration,SYN-MC-17-000572,,390.00,Pass
1f41cba5-6e71-5874-a9f4-988c41fc8bd1,GEO-C22-450001,2017-05-15,2018-05-15,,SYN-FACTORY-000573,,,Pass
0d47caf2-ac08-5410-a791-c7a79dee6a67,VWR-70001,2017-05-15,2019-05-15,Montreal Calibration,SYN-MC-17-000574,,220.00,Pass
02a493c6-f846-5414-a41a-b48be6b5598c,DL-BE-30008,2017-05-15,2018-05-15,Montreal Calibration,SYN-MC-17-000575,,440.00,Pass
01db3b9b-060e-56b2-9662-cafcacb10f06,DL-BE-30038,2017-05-15,2018-05-15,Montreal Calibration,SYN-MC-17-000576,,415.00,Pass
1449f597-ca57-5285-a7db-b67204eb959a,SLM-S50-500007,2017-05-16,2018-05-16,,SYN-FACTORY-000577,,,Pass
13ae56a0-35ff-5a76-b5e7-8ecfbb153cc6,DL-BE-30022,2017-05-18,2018-05-18,Montreal Calibration,SYN-MC-17-000578,,425.00,Adjusted
528100d9-4cd1-56fc-bfd4-09091a95ff71,GEO-UM-40002,2017-05-23,2018-05-23,Montreal Calibration,SYN-MC-17-000579,,240.00,Pass
8e16a9c4-d500-52bb-b45b-a5d22440a001,DL-BE-30019,2017-05-26,2018-05-26,Montreal Calibration,SYN-MC-17-000580,,480.00,Pass
b2732b60-a7b2-522c-aa9c-a03721d1e006,DL-D10-300000,2017-05-30,2018-05-30,Montreal Calibration,SYN-MC-17-000581,,385.00,Pass
17217f4f-ff6b-5b4b-ae6d-8a6ae322d356,DL-BE-30017,2017-06-05,2018-06-05,Montreal Calibration,SYN-MC-17-000582,,365.00,Pass
58b88fd4-ddae-58a0-9ef7-8ddb37a19956,DL-BE-30043,2017-06-05,2018-06-05,Montreal Calibration,SYN-MC-17-000583,,400.00,Pass
3ccd7799-9b7f-515c-8601-f189f26b5237,DL-BE-30053,2017-06-06,2018-06-06,Montreal Calibration,SYN-MC-17-000584,,415.00,Pass
de233027-922c-5b91-9fe6-8748aadb8901,GEO-BG-30018,2017-06-09,2018-06-09,Montreal Calibration,SYN-MC-17-000585,,240.00,Pass
04b2a7e2-5a2b-5b4c-b2f7-0b15f8e04949,GEO-SE-30002,2017-06-12,2018-06-12,Montreal Calibration,SYN-MC-17-000586,,275.00,Pass
1dcf1069-2e22-595a-931c-fb058d62cc75,DL-BE-30037,2017-06-14,2018-06-14,Montreal Calibration,SYN-MC-17-000587,,395.00,Pass
da957232-827f-59f1-b549-366555fbde9d,DL-UM-40012,2017-06-26,2018-06-26,,SYN-FACTORY-000588,,,Pass
0b034057-c411-5d0e-bb65-1c92ef185b9b,GEO-UM-40012,2017-06-26,2018-06-26,,SYN-FACTORY-000589,,,Pass
4f2c8038-4567-5313-a8cb-27e587576db8,DL-BE-30050,2017-07-03,2018-07-03,Montreal Calibration,SYN-MC-17-000590,,375.00,Adjusted
c04440f4-c9ce-55fd-b992-d06ab7418a96,DL-UM-40013,2017-07-06,2018-07-06,,SYN-FACTORY-000591,,,Pass
ef5cb622-6867-5edf-9587-588a0e14ddb2,GEO-UM-40013,2017-07-06,2018-07-06,,SYN-FACTORY-000592,,,Pass
81fa601f-3218-55be-bdff-57a5c17b48fb,GEO-BG-30009,2017-07-13,2018-07-13,Montreal Calibration,SYN-MC-17-000593,,295.00,Pass
1511710c-9415-58c7-b902-17b37fcc7439,SLM-S50-500008,2017-07-17,2018-07-17,,SYN-FACTORY-000594,,,Pass
e707e57d-98f8-53ec-a714-a65e94bf77bc,VWR-70000,2017-07-21,2017-07-27,Montreal Calibration,SYN-MC-17-000595,,235.00,Fail
32c424ba-0500-54b8-8fa5-7ed70af54168,DL-UM-40000,2017-07-22,2018-07-22,Montreal Calibration,SYN-MC-17-000596,,375.00,Pass
e3b3b6e7-4319-5767-8f3d-de9f2ddb9f89,DL-BE-30000,2017-08-06,2018-08-06,Montreal Calibration,SYN-MC-17-000597,,435.00,Pass
560cf274-9e3e-5f4e-8291-d3143d64723d,DL-BE-30027,2017-08-07,2018-08-07,Montreal Calibration,SYN-MC-17-000598,,480.00,Pass
ce75d700-edef-50c1-a633-7804f868205c,GEO-UM-40003,2017-08-07,2018-08-07,Montreal Calibration,SYN-MC-17-000599,,265.00,Pass
bcdf1bcf-348d-5274-b0df-10e9fb045cfb,GEO-UM-40000,2017-08-11,2018-08-11,Montreal Calibration,SYN-MC-17-000600,,235.00,Pass
8b5150d9-8f10-5950-8861-a0289b7040e2,DL-UM-40014,2017-08-20,2018-08-20,,SYN-FACTORY-000601,,,Pass
b95a8401-5b00-5783-87df-518f02fb7ebb,GEO-UM-40014,2017-08-20,2018-08-20,,SYN-FACTORY-000602,,,Pass
11de0f5d-bad7-5168-9f4b-3c32e08c7cce,DL-UM-40006,2017-08-24,2018-08-24,Montreal Calibration,SYN-MC-17-000603,,360.00,Pass
23430256-358c-5012-86da-be9739601d64,GEO-BG-30004,2017-08-27,2018-08-27,Montreal Calibration,SYN-MC-17-000604,,230.00,Pass
1a21ddb2-9f6e-5a54-af99-5f3dfa4a3d74,DL-BE-30046,2017-08-28,2018-08-28,Montreal Calibration,SYN-MC-17-000605,,385.00,Adjusted
f917dd12-82c5-512d-9fa8-05b54e6ba9ac,DL-BE-30033,2017-08-28,2018-08-28,Montreal Calibration,SYN-MC-17-000606,,455.00,Pass
57a607f0-ccbe-515c-baf6-a0f1d65bee9c,DL-BE-30055,2017-09-04,2018-09-04,Montreal Calibration,SYN-MC-17-000607,,360.00,Pass
7ba2e1c4-02af-5da0-894e-7297d693624f,GEO-V12-400002,2017-09-05,2018-09-05,Montreal Calibration,SYN-MC-17-000608,,270.00,Pass
a4e5ab40-a749-5418-a328-bfa6a4a185b1,DL-D10-300001,2017-09-07,2018-09-07,Montreal Calibration,SYN-MC-17-000609,,370.00,Pass
bd10f3c1-0011-5708-ae89-ec3a24f9f446,DL-UM-40015,2017-09-08,2018-09-08,,SYN-FACTORY-000610,,,Pass
7cb1bd10-bd6b-58e1-ac8d-db85eacfd1cf,GEO-UM-40015,2017-09-08,2018-09-08,,SYN-FACTORY-000611,,,Pass
484e706e-5d53-5bcc-86fb-7e4af1663000,GEO-BG-30023,2017-09-08,2018-09-08,Montreal Calibration,SYN-MC-17-000612,,285.00,Adjusted
90f6c302-7715-5d07-a2a7-2b4c5474d4db,GEO-V12-400004,2017-09-11,2018-09-11,,SYN-FACTORY-000613,,,Pass
7596fd8f-adc4-5af2-9a1c-8466497f1e23,SLM-LD-5000000,2017-09-11,2018-09-11,,SYN-FIELD-000614,,,Pass
8584a4c4-424f-5532-868b-f626bc1bedf1,GEO-BG-30016,2017-09-13,2018-09-13,Montreal Calibration,SYN-MC-17-000615,,225.00,Pass
41f8a8df-5fcf-5ab5-9339-2543a6448a6d,SLM-LD-5000000,2017-09-14,2018-09-14,,SYN-FIELD-000616,,,Pass
2d09d43b-9da1-56f2-ae36-5b5a983f7020,DL-BE-30020,2017-09-15,2018-09-15,Montreal Calibration,SYN-MC-17-000617,,470.00,Pass
9f36957d-66d0-5d85-99c9-dc216a358702,DL-BE-30056,2017-09-18,2018-09-18,Montreal Calibration,SYN-MC-17-000618,,455.00,Pass
2a1edbe4-635c-5704-b293-f796c08dd13b,DL-UM-40003,2017-09-18,2018-09-18,Montreal Calibration,SYN-MC-17-000619,,460.00,Adjusted
b32e8b94-a256-5978-8308-b14b2b4c3a44,GEO-BG-30020,2017-09-18,2018-09-18,Montreal Calibration,SYN-MC-17-000620,,220.00,Pass
e0872d7a-6b30-5bc4-a30a-dee2ab4e348a,DL-BE-30006,2017-09-18,2018-09-18,Montreal Calibration,SYN-MC-17-000621,,415.00,Pass
3702f2d4-3b7a-56c3-8282-282fc1fb9f29,GEO-UM-40007,2017-09-29,2018-09-29,Montreal Calibration,SYN-MC-17-000622,,225.00,Pass
c2ede22a-d4e4-5962-a5c6-f506b6f7cf74,GEO-BG-30028,2017-10-02,2018-10-02,Montreal Calibration,SYN-MC-17-000623,,275.00,Pass
7dee3fc6-7290-5dd6-aa02-7183d6d5e9d7,DL-BE-30061,2017-10-05,2018-10-05,Montreal Calibration,SYN-MC-17-000624,,365.00,Pass
21afe397-fbdb-569d-aacd-b98b16d26473,SLM-S50-500005,2017-10-05,2018-10-05,Montreal Calibration,SYN-MC-17-000625,,390.00,Pass
8a9c0d44-61a9-54aa-87aa-f13461bf5484,GEO-BG-30022,2017-10-12,2018-10-12,Montreal Calibration,SYN-MC-17-000626,,285.00,Pass
10c1e5e9-67ce-571f-b760-c099c0d974ad,GEO-BG-30013,2017-10-13,2018-10-13,Montreal Calibration,SYN-MC-17-000627,,280.00,Pass
d5e61a5f-0d77-5884-b122-721175b2f2a9,GEO-V12-400005,2017-10-17,2018-10-17,,SYN-FACTORY-000628,,,Pass
1c51dbf2-ba7a-53a9-bdcc-023cb8765a21,AC-5001,2017-10-18,2018-10-18,,SYN-FACTORY-000629,,,Pass
91847ce8-83fe-551f-8cb6-1fce631a63cc,DL-BE-30021,2017-10-20,2018-10-20,Montreal Calibration,SYN-MC-17-000630,,395.00,Pass
a8c825df-0dd1-505a-8cb0-eb455faf52ac,GEO-BG-30030,2017-10-20,2018-10-20,Montreal Calibration,SYN-MC-17-000631,,290.00,Pass
d4123e60-5d1f-5a7a-a5d9-a52e84627d0e,GEO-BG-30033,2017-10-25,2018-10-25,Montreal Calibration,SYN-MC-17-000632,,235.00,Pass
44adc59a-b46c-52d9-8491-64d1c248a232,DL-BE-30036,2017-10-30,2018-10-30,Montreal Calibration,SYN-MC-17-000633,,365.00,Pass
c42f3755-d133-59ee-bed7-0886fbe76768,GEO-UM-40008,2017-10-30,2018-10-30,Montreal Calibration,SYN-MC-17-000634,,240.00,Pass
7c844d69-2cc4-50a8-91b9-aa227f176b15,DL-BE-30047,2017-10-30,2018-10-30,Montreal Calibration,SYN-MC-17-000635,,420.00,Pass
38316fee-f65d-5dfd-a659-1b27f17512af,DL-BE-30011,2017-11-02,2018-11-02,Montreal Calibration,SYN-MC-17-000636,,475.00,Pass
7e5e33b5-0c4b-5cf3-b285-24848fceafcb,DL-BE-30002,2017-11-03,2018-11-03,Montreal Calibration,SYN-MC-17-000637,,455.00,Pass
0a2d05a4-9c54-52a8-880d-ccb6e5acbdcc,GEO-SE-30000,2017-11-06,2018-11-06,Montreal Calibration,SYN-MC-17-000638,,230.00,Pass
09d1e535-f465-5eb9-ab98-a0e19159fb15,VWR-70000,2017-11-07,2019-11-07,Montreal Calibration,SYN-MC-17-000639,,250.00,Pass
93761ca8-4133-59f0-b568-8843eb78631d,TS-62000000,2017-11-08,2018-11-08,,SYN-FACTORY-000640,,,Pass
fd78ab5f-9e9b-58f6-85e3-3a9b16880c7a,GEO-V12-400003,2017-11-13,2018-11-13,Montreal Calibration,SYN-MC-17-000641,,235.00,Adjusted
1a5c5cb8-3afc-5e9a-9ccc-11b33eb898d6,DL-UM-40008,2017-11-16,2018-11-16,Montreal Calibration,SYN-MC-17-000642,,390.00,Pass
fc12ec26-2ab8-59b8-9e49-202dec413ba5,DL-BE-30045,2017-11-20,2018-11-20,Montreal Calibration,SYN-MC-17-000643,,470.00,Pass
a058452a-f629-53e7-b515-983cbe18be9e,DL-BE-30058,2017-11-27,2018-11-27,Montreal Calibration,SYN-MC-17-000644,,385.00,Adjusted
d941326b-6ae1-53a0-bf75-083b602cf418,GEO-BG-30031,2017-11-27,2018-11-27,Montreal Calibration,SYN-MC-17-000645,,220.00,Pass
51778bd0-51f6-5c2f-b1ba-bd11ef033eaf,GEO-V12-400000,2017-12-01,2018-12-01,Montreal Calibration,SYN-MC-17-000646,,265.00,Pass
6856fcd3-3ccf-593b-a886-5900ac0085b6,SLM-S50-500009,2017-12-04,2018-12-04,,SYN-FACTORY-000647,,,Pass
4a31f8ab-a2d2-5181-a8e2-6003fab56881,DL-BE-30042,2017-12-04,2018-12-04,Montreal Calibration,SYN-MC-17-000648,,440.00,Pass
f68d7367-c777-5c41-be72-f06ea9fa1253,SLM-S50-500001,2017-12-11,2018-12-11,Montreal Calibration,SYN-MC-17-000649,,350.00,Pass
cf8b020a-0b54-5653-be5a-adbc0ba6a8b5,GEO-BG-30019,2017-12-21,2017-06-23,Montreal Calibration,SYN-MC-17-000650,,225.00,Fail
63617cda-136d-5822-ada3-c9e652bd9d5e,DL-UM-40000,2017-12-29,2018-12-29,Montreal Calibration,SYN-MC-17-000651,,420.00,Pass
22e9601c-3d3b-5c62-bb91-e453782f4712,GEO-V12-400001,2018-01-01,2019-01-01,Montreal Calibration,SYN-MC-18-000652,,220.00,Pass
a9e8f0b2-7301-5b9b-9241-8e5f4cc99d9a,DL-UM-40002,2018-01-08,2019-01-08,Montreal Calibration,SYN-MC-18-000653,,445.00,Pass
b40a36c9-7845-5978-9b2e-df334bd0380f,SLM-S50-500002,2018-01-12,2019-01-12,Montreal Calibration,SYN-MC-18-000654,,345.00,Pass
356740bd-19ef-59e5-bacd-0d960b16866b,SLM-S50-500000,2018-01-15,2017-12-12,Montreal Calibration,SYN-MC-18-000655,,340.00,Fail
011965a7-d149-5ba2-b4e1-a6c3ea2cec08,GEO-SE-30001,2018-01-16,2019-01-16,Montreal Calibration,SYN-MC-18-000656,,245.00,Pass
3b17f934-3a26-514b-967a-8fabca34f3f5,DL-BE-30012,2018-01-16,2019-01-16,Montreal Calibration,SYN-MC-18-000657,,405.00,Adjusted
2a8c86d3-6b5b-505f-a197-0bcd3d5a4ac1,DL-BE-30028,2018-01-23,2019-01-23,Montreal Calibration,SYN-MC-18-000658,,460.00,Pass
f6ca0ca3-f9a1-56fd-a5e0-f2577b96da25,GEO-UM-40009,2018-02-06,2019-02-06,Montreal Calibration,SYN-MC-18-000659,,265.00,Pass
9dcf62ac-c8d1-56d2-8b41-2d87741f2701,SLM-S50-500010,2018-02-08,2019-02-08,,SYN-FACTORY-000660,,,Pass
6c256947-a60e-5102-a748-3f5ba16bd1e0,DL-BE-30024,2018-02-08,2019-02-08,Montreal Calibration,SYN-MC-18-000661,,390.00,Pass
445af082-7bb1-5b4a-ba7e-a1c21b477ca0,DL-BE-30048,2018-02-12,2019-02-12,Montreal Calibration,SYN-MC-18-000662,,395.00,Pass
