LineId,TransactionName,AssetId,StatusBefore,StatusAfter,KitRole,Orientation,PowerSource,Condition,Processed,Notes
42e2ec31-b687-5618-b911-1cd8f70e6492,TXN-002706,GEO-BG-30009,CheckedOut,Deployed,Sensor1,H,Battery,,TRUE,
da1b613b-8af2-57ff-b394-22749ecec569,TXN-002707,DL-BE-30061,Available,Deployed,Primary,,AC,,TRUE,
3e8e32dc-dd02-5560-9399-964f136becb1,TXN-002708,DL-BE-30000,Deployed,Deployed,,,,,TRUE,
1bdfea1f-def2-5df7-bcbb-9871253e79e7,TXN-002708,GEO-BG-30001,Deployed,Deployed,,,,,TRUE,
8d24f522-33a1-5c93-bf8a-120150e4cdbb,TXN-002709,DL-UM-40000,Deployed,Deployed,,,,,TRUE,
ab830385-e78f-51aa-9b41-70bfcc666af8,TXN-002709,GEO-UM-40000,Deployed,Deployed,,,,,TRUE,
c9ff226d-42eb-5e5b-aad3-fe319d9d5fd9,TXN-002710,DL-BE-30035,Available,Deployed,Primary,,Solar,,TRUE,
c79c2f8a-65f2-5979-b4ee-26ce2e763dd3,TXN-002711,DL-BE-30027,CheckedOut,Available,,,,Good,TRUE,
3f7f93b8-1248-5b5a-baa3-69c799e0f0db,TXN-002712,DL-BE-30012,Available,CheckedOut,,,,,TRUE,
0caeda8a-0fc2-5aa6-aaba-4c6a89635803,TXN-002712,GEO-BG-30019,Available,CheckedOut,,,,,TRUE,
b2f6f297-3090-5614-84a8-eb30ad78332a,TXN-002713,DL-BE-30019,Deployed,CheckedOut,,,,Good,TRUE,
b7ef452d-0520-5533-a6e8-cdde0a8b5256,TXN-002714,DST-5015,Available,Available,,,,,TRUE,
ed2f7034-1109-55a5-8ff5-35c16f4b5bdb,TXN-002715,DL-BE-30023,Deployed,CheckedOut,,,,Good,TRUE,
f8320fa9-c5d6-5663-add6-96183fe88595,TXN-002716,TLT-850000,Available,CheckedOut,,,,,TRUE,
d62d080c-61f4-5a1b-a63e-f3f027ff4ee1,TXN-002717,DL-BE-30012,CheckedOut,Deployed,Primary,,AC,,TRUE,
3ae9badc-5066-5001-b553-2766f94e1504,TXN-002717,GEO-BG-30019,CheckedOut,Deployed,Sensor1,S,AC,,TRUE,
b0cca59b-c8b3-567f-b6c7-3708335bb4a3,TXN-002718,DL-BE-30020,Deployed,Deployed,,,,,TRUE,
8ae0f6b4-fd3f-5c98-bb26-200cc1018612,TXN-002718,GEO-BG-30022,Deployed,Deployed,,,,,TRUE,
3377e680-4949-5d14-aa97-743dade4fbba,TXN-002718,GEO-BG-30023,Deployed,Deployed,,,,,TRUE,
1f5ddcab-09de-5f90-b679-d3984a48bf28,TXN-002719,DL-BE-30005,Available,CheckedOut,,,,,TRUE,
2100f9c8-da39-5fe9-9ab1-6d96e33da05f,TXN-002719,GEO-BG-30007,Available,CheckedOut,,,,,TRUE,
ee85063c-b075-5560-8530-2e2fdc6e523b,TXN-002719,GEO-BG-30025,Available,CheckedOut,,,,,TRUE,
d1672866-ada3-5700-8e2a-6ed90628b3cd,TXN-002720,DL-BE-30001,Deployed,Deployed,,,,,TRUE,
edcb3ea7-27ea-54b0-ae7e-cdabd898c109,TXN-002720,GEO-BG-30000,Deployed,Deployed,,,,,TRUE,
094e9dc2-0e74-5528-a221-9b7981661d71,TXN-002721,DL-BE-30033,Deployed,Deployed,,,,,TRUE,
5cf25146-2a2c-57df-bf09-1f62b21f4e48,TXN-002722,DL-BE-30055,Deployed,CheckedOut,,,,Good,TRUE,
6b2581bc-c62d-55ee-98c2-3d9950419a3f,TXN-002723,DL-BE-30025,Available,CheckedOut,,,,,TRUE,
33235c7d-7610-53be-a7e6-f54bc29faa48,TXN-002724,DL-BE-30059,Deployed,Deployed,,,,,TRUE,
728cb46c-a830-58cb-8e18-c75ac684472a,TXN-002725,DL-BE-30010,Deployed,CheckedOut,,,,Good,TRUE,
f890cba9-a458-5fb6-b22e-f8cbc585cc99,TXN-002725,GEO-BG-30010,Deployed,CheckedOut,,,,Good,TRUE,
ab780d17-f76c-5978-bbb6-d8f06f6a9689,TXN-002726,DL-BE-30019,CheckedOut,Available,,,,Good,TRUE,
5510a339-ba43-55b1-ac25-7bd75093e129,TXN-002727,DL-BE-30025,CheckedOut,Deployed,Primary,,Battery,,TRUE,
98f01ddb-d7b9-530c-8a5f-2b9f5560369b,TXN-002728,DL-BE-30023,CheckedOut,Available,,,,Good,TRUE,
0254aca5-4f91-5723-a245-11b16c082ac0,TXN-002729,DL-BE-30005,CheckedOut,Deployed,Primary,,Solar,,TRUE,
181a6f4a-f58d-555d-86c1-1fd01d41464a,TXN-002729,GEO-BG-30007,CheckedOut,Deployed,Sensor1,BH,Solar,,TRUE,
c838ff3e-1731-5433-965d-b859c758f06f,TXN-002729,GEO-BG-30025,CheckedOut,Deployed,Sensor2,N,Solar,,TRUE,
b0289cdc-39b1-5338-81fb-d10076c2364e,TXN-002730,DL-BE-30054,Deployed,Deployed,,,,,TRUE,
b09e950e-7b17-568a-93d4-2d6b73dff192,TXN-002731,DL-BE-30057,Deployed,CheckedOut,,,,Good,TRUE,
c9c791fd-a0aa-55fb-8d0c-9c863ef600c6,TXN-002732,DL-BE-30010,CheckedOut,Available,,,,Good,TRUE,
4a00cea3-38d6-5925-b976-0f8b71e9cfba,TXN-002732,GEO-BG-30010,CheckedOut,Available,,,,Good,TRUE,
973a3454-3982-5c00-b3a8-56a165b59266,TXN-002733,DL-BE-30055,CheckedOut,Available,,,,Good,TRUE,
5350624d-2817-5cd3-b739-00ca4c024926,TXN-002734,DL-BE-30027,Available,InCalibration,,,,,TRUE,
c483ae4d-2ca1-515d-8674-1ce64baf448d,TXN-002735,DL-BE-30053,Deployed,CheckedOut,,,,Good,TRUE,
3e6412f7-4083-55d5-bbaa-c2724fd04b51,TXN-002736,DL-BE-30057,CheckedOut,Available,,,,Good,TRUE,
2ab90034-35d6-58b3-a693-5c9ea5432e8a,TXN-002737,DL-BE-30056,Available,CheckedOut,,,,,TRUE,
89d0574a-6f51-5c87-becf-e4c4de0c8105,TXN-002738,DL-BE-30023,Available,InCalibration,,,,,TRUE,
fadb6729-fb7f-5983-bbd1-848cea3d5089,TXN-002739,DL-BE-30056,CheckedOut,Deployed,Primary,,Solar,,TRUE,
7280967c-49e9-52dd-aabb-3b0769ffdfd1,TXN-002740,DL-BE-30019,Available,InCalibration,,,,,TRUE,
de03cab5-406b-5bd9-8031-868b6e9ab1ee,TXN-002741,DL-BE-30053,CheckedOut,Available,,,,Good,TRUE,
93520655-cf9b-59dc-bc9a-164c95b041b8,TXN-002742,DL-BE-30055,Available,InCalibration,,,,,TRUE,
5d79ac32-2115-5e31-9a51-36919e22d170,TXN-002743,DL-BE-30010,Available,InCalibration,,,,,TRUE,
68afbf7a-8621-5960-a165-8e67c1815465,TXN-002743,GEO-BG-30010,Available,InCalibration,,,,,TRUE,
9b12ad8a-d016-5c2f-91f8-e0cff9bb1550,TXN-002744,DL-BE-30031,Deployed,Deployed,,,,,TRUE,
de75c0a2-f45f-5f04-afd1-30964d9a63f1,TXN-002745,DL-UM-40002,Deployed,CheckedOut,,,,Good,TRUE,
21aabb0a-ca77-5566-99c9-7b5ffc28b183,TXN-002745,GEO-UM-40002,Deployed,CheckedOut,,,,Good,TRUE,
1f41fcea-443e-542a-9c53-942268f98a36,TXN-002746,DL-BE-30027,InCalibration,Available,,,,,TRUE,
514d2f6a-eaf8-52b7-872b-ecccfe49e912,TXN-002747,DL-UM-40002,CheckedOut,Available,,,,Good,TRUE,
9f848f68-b691-50de-b328-1eb4caed1210,TXN-002747,GEO-UM-40002,CheckedOut,Available,,,,Good,TRUE,
cc112db8-4569-5edb-a7d1-c5dd6c6400da,TXN-002748,SLM-LD-5000000,CheckedOut,Available,,,,Good,TRUE,
b76e0302-0c74-509c-8422-c33048be8689,TXN-002749,DL-BE-30057,Available,CheckedOut,,,,,TRUE,
349b01ad-558f-5794-ac05-327606b4a09c,TXN-002750,DL-BE-30009,Deployed,CheckedOut,,,,NeedsService,TRUE,
b17608f2-3987-5600-b236-829077fd8461,TXN-002750,GEO-BG-30020,Deployed,CheckedOut,,,,Good,TRUE,
50898aad-d1b2-5369-9688-183d21286c56,TXN-002751,DL-BE-30009,CheckedOut,NeedsRepair,,,,,TRUE,
815fecc4-17b7-52bc-adf7-bf29f945e512,TXN-002752,DL-BE-30053,Available,InCalibration,,,,,TRUE,
f6b59c9c-a60b-5076-9d35-8506b4e91af3,TXN-002753,DL-BE-30051,Deployed,CheckedOut,,,,Good,TRUE,
bc7d87bf-6b3a-5bef-b964-9e37a7f159cb,TXN-002753,GEO-BG-30032,Deployed,CheckedOut,,,,Good,TRUE,
fc0834fc-99f2-5639-86c9-0b10b9074aab,TXN-002754,DL-BE-30051,CheckedOut,Available,,,,Good,TRUE,
ea340699-1054-59eb-9e75-9586bf38f5c2,TXN-002754,GEO-BG-30032,CheckedOut,Available,,,,Good,TRUE,
6a6dc0eb-a3eb-55c1-8ac2-7c5b84ca2752,TXN-002755,DL-BE-30016,Deployed,Deployed,,,,,TRUE,
67d01b35-856e-5741-9844-2718fa69cd28,TXN-002756,DL-BE-30057,CheckedOut,Deployed,Primary,,Battery,,TRUE,
d1d17f4e-5636-5771-b775-1bec4ac35c94,TXN-002757,DL-BE-30022,Deployed,Deployed,,,,,TRUE,
45b14e0c-3b29-5070-a0ef-3dd59f29306b,TXN-002758,SLM-LD-5000000,Available,InCalibration,,,,,TRUE,
cab37282-ad93-5aa9-9134-3c087d028198,TXN-002759,DL-BE-30041,Deployed,Deployed,,,,,TRUE,
292d761d-8f61-5f17-9251-bd1400ddfc1f,TXN-002759,GEO-BG-30029,Deployed,Deployed,,,,,TRUE,
c374317b-1b63-558a-a4f9-db4e3a075b86,TXN-002760,GEO-BG-30020,CheckedOut,Available,,,,Damaged,TRUE,
5a6513c8-3646-5a13-a769-4096abdffaa0,TXN-002761,GEO-BG-30020,Available,NeedsRepair,,,,,TRUE,
4d2447e2-3851-5b26-85ae-87b0d13039d1,TXN-002762,GEO-SE-30000,Available,InCalibration,,,,,TRUE,
36160f79-6452-5894-a495-187276b5cfc4,TXN-002763,DL-UM-40001,Available,CheckedOut,,,,,TRUE,
48c68c5a-b7ea-55fb-a41d-f37580f5570a,TXN-002763,GEO-UM-40001,Available,CheckedOut,,,,,TRUE,
ce8f83e8-affa-5aa2-b2fa-e2fc692ac076,TXN-002764,DL-BE-30027,Available,CheckedOut,,,,,TRUE,
73b11770-4d3b-5344-9d46-003267b7481b,TXN-002765,GEO-BG-30010,InCalibration,Available,,,,,TRUE,
4e74851b-2d43-5503-8323-48e9430e83f4,TXN-002766,DL-BE-30008,Deployed,CheckedOut,,,,Good,TRUE,
2f6b8dcb-7796-5f3f-a79e-7c9bf18bf8fe,TXN-002766,GEO-BG-30009,Deployed,CheckedOut,,,,Good,TRUE,
ad0ab741-65ff-5a47-951e-84cc469e211c,TXN-002767,DL-BE-30051,Available,InCalibration,,,,,TRUE,
ebc5293b-9e3a-595b-9ba3-596c9fa6d60d,TXN-002768,GEO-BG-30010,Available,NeedsRepair,,,,,TRUE,
2aed0233-01f7-53db-9074-b38cb81d4e3a,TXN-002769,DL-BE-30000,Deployed,Deployed,,,,,TRUE,
524ea0bb-5ca2-55ab-bac6-1444d69ddfb8,TXN-002769,GEO-BG-30001,Deployed,Deployed,,,,,TRUE,
69b3b9ee-9cf8-57e1-b927-da2da069a98b,TXN-002770,DL-BE-30008,CheckedOut,Available,,,,Good,TRUE,
dc8a7825-b4f9-56b0-93b6-667c2e589956,TXN-002770,GEO-BG-30009,CheckedOut,Available,,,,Good,TRUE,
91408e38-fe61-5544-914d-83034e81ab13,TXN-002771,DL-BE-30027,CheckedOut,Deployed,Primary,,Battery,,TRUE,
7b7b51d4-0088-5b08-b601-b685ed08b39b,TXN-002772,DL-BE-30049,Deployed,CheckedOut,,,,Good,TRUE,
6482f5a9-c562-5e5b-8366-4a4fd65aa251,TXN-002773,DL-UM-40001,CheckedOut,Deployed,Primary,,AC,,TRUE,
a630f54b-abcf-5992-bcaf-53a1d1d8fd00,TXN-002773,GEO-UM-40001,CheckedOut,Deployed,Sensor1,W,AC,,TRUE,
ea575493-717a-5962-8550-99a3751b1d97,TXN-002774,DL-BE-30045,Deployed,Deployed,,,,,TRUE,
5f7d651a-d034-5b03-b59d-000af874655b,TXN-002775,DL-UM-40002,Available,CheckedOut,,,,,TRUE,
b8834d1d-ebc6-580b-8b12-4429e3cfc464,TXN-002775,GEO-UM-40002,Available,CheckedOut,,,,,TRUE,
e2a162ac-fd5e-556e-8b85-e731af0e0697,TXN-002776,DL-BE-30057,Deployed,CheckedOut,,,,Good,TRUE,
ade8f30a-7492-5aa8-9148-49339894588b,TXN-002777,DL-UM-40002,CheckedOut,Deployed,Primary,,AC,,TRUE,
92a8bfd9-16c3-504e-982c-436885e91d2a,TXN-002777,GEO-UM-40002,CheckedOut,Deployed,Sensor1,S,AC,,TRUE,
918aa9c2-69f1-5b07-a53c-75c6c8f69159,TXN-002778,DL-BE-30057,CheckedOut,Available,,,,Good,TRUE,
7c7ae5ce-473b-5930-8022-858a419a2cb0,TXN-002779,DL-BE-30050,Deployed,CheckedOut,,,,Good,TRUE,
2a838105-272e-5dca-8911-606a75177181,TXN-002780,DL-BE-30049,CheckedOut,Available,,,,Good,TRUE,
ff3a8ddc-f29b-5c07-8314-32298e74d48f,TXN-002781,DL-BE-30017,Deployed,Deployed,,,,,TRUE,
dbd0d661-d30b-59f1-afe2-55fced114c22,TXN-002781,GEO-BG-30018,Deployed,Deployed,,,,,TRUE,
d87f5860-f20a-534a-a64c-a2108b1d1be1,TXN-002782,SLM-UA-40000,Available,CheckedOut,,,,,TRUE,
935ca95f-dbaa-5437-8127-a5678620b87d,TXN-002783,DL-BE-30043,Deployed,CheckedOut,,,,Good,TRUE,
a7b30e97-6cc7-59e2-82bd-3ea28f1fa622,TXN-002784,DL-BE-30030,Deployed,Deployed,,,,,TRUE,
7cdd5e1a-5e1a-5809-b0ab-93353729f0c6,TXN-002785,DL-BE-30058,Deployed,Deployed,,,,,TRUE,
7badfaa5-5900-5809-a412-85cb1cc9ee6e,TXN-002786,DL-BE-30010,InCalibration,Available,,,,,TRUE,
be24d824-d534-5ac3-a7ec-2f912edccc2b,TXN-002787,DL-BE-30009,NeedsRepair,Available,,,,,TRUE,
45618d0e-2253-54f9-b3b7-924d1bbb1105,TXN-002788,DL-BE-30009,Available,Available,,,,,TRUE,
20507590-2479-5a6e-80ce-3a6a1889e110,TXN-002789,DL-BE-30018,Deployed,Deployed,,,,,TRUE,
e192e5a4-0615-5a0a-a6a4-da9f1f0a0ebd,TXN-002789,GEO-BG-30021,Deployed,Deployed,,,,,TRUE,
160caf3a-239f-591b-8e38-d1a6a9ed8acc,TXN-002790,DL-BE-30055,InCalibration,Available,,,,,TRUE,
60b94eaf-aef0-5e97-849e-3eb711115760,TXN-002791,DL-BE-30014,Deployed,CheckedOut,,,,Good,TRUE,
e4ad2c12-c593-501c-9218-4a6cc0db50c9,TXN-002792,DL-BE-30047,Deployed,Deployed,,,,,TRUE,
ebb09b66-4b92-5cb2-9994-fbed71866f0a,TXN-002792,GEO-BG-30031,Deployed,Deployed,,,,,TRUE,
0e415058-382b-5e07-bd50-0d529e68853b,TXN-002793,DL-BE-30010,Available,CheckedOut,,,,,TRUE,
22763d99-ed19-564a-8ef4-e314a96e1eac,TXN-002794,DL-BE-30011,Deployed,Deployed,,,,,TRUE,
ce5090d9-ab99-5aa2-bb16-c8ac39b4a818,TXN-002794,GEO-BG-30015,Deployed,Deployed,,,,,TRUE,
28f276e0-acba-5d0b-9230-7d808269e9d6,TXN-002795,DL-BE-30055,Available,NeedsRepair,,,,,TRUE,
7226d0e4-3fef-582a-92c5-1a10f8721a0c,TXN-002796,DL-BE-30023,InCalibration,Available,,,,,TRUE,
a288e5ca-86b2-5406-8937-21d69d2c2566,TXN-002797,DL-BE-30022,Deployed,CheckedOut,,,,Good,TRUE,
7e4c487d-77e3-59b0-b2d1-b0637de5faaa,TXN-002798,DL-BE-30050,CheckedOut,Available,,,,Good,TRUE,
83ef57ec-2808-5956-b98e-1429ba8f23cb,TXN-002799,DL-BE-30003,Deployed,Deployed,,,,,TRUE,
0ef24fc8-c0c2-58ec-beea-0c1ee9c714ff,TXN-002800,DL-BE-30057,Available,InCalibration,,,,,TRUE,
6399570f-9ee4-5a5d-a2bd-88eda23557f8,TXN-002801,DL-BE-30010,CheckedOut,Deployed,Primary,,Battery,,TRUE,
cf98fd3d-1a13-5dfc-bded-554a8e3c08a9,TXN-002802,DL-BE-30014,CheckedOut,Available,,,,Good,TRUE,
e7585777-0d7b-5577-ac41-d5f07e78ad80,TXN-002803,DL-BE-30049,Available,CheckedOut,,,,,TRUE,
9b103eb2-8af1-57f8-9422-baa95b6ffede,TXN-002804,DL-BE-30014,Available,InCalibration,,,,,TRUE,
ad096b10-c5e3-597e-87c3-59e24e7791d2,TXN-002805,DL-BE-30009,Available,CheckedOut,,,,,TRUE,
6e3759da-d75e-56c0-8b5a-46e2f39705c4,TXN-002806,DL-BE-30053,InCalibration,Available,,,,,TRUE,
22c809e2-254a-51c5-b4a4-ba5f76830ca5,TXN-002807,DL-BE-30049,CheckedOut,Deployed,Primary,,Battery,,TRUE,
bbd571c0-e81d-5358-b143-93322524cd63,TXN-002808,DL-BE-30024,Deployed,CheckedOut,,,,Good,TRUE,
fbc2556a-ad2f-5ec5-afbc-40ce0a5323bc,TXN-002809,DL-BE-30019,InCalibration,Available,,,,,TRUE,
b13bddad-9d89-5ac7-a053-4b760f71e978,TXN-002810,DL-BE-30024,CheckedOut,Available,,,,NeedsService,TRUE,
1023a9e2-a4c5-5196-9bab-b6686297c68c,TXN-002811,DL-BE-30024,Available,NeedsRepair,,,,,TRUE,
6c494936-6c63-5d51-be08-c4932e4ace13,TXN-002812,DL-BE-30060,Deployed,CheckedOut,,,,Good,TRUE,
63d3eae5-8652-54ef-949d-89bce4525e03,TXN-002813,DL-BE-30043,CheckedOut,Available,,,,Good,TRUE,
871fe2c5-502d-5ab0-9315-397cb26c3ffe,TXN-002814,DL-BE-30009,CheckedOut,Deployed,Primary,,Solar,,TRUE,
e824ed53-1060-5da9-aecd-f4a627a74873,TXN-002815,GEO-BG-30010,NeedsRepair,Available,,,,,TRUE,
f072cd4d-76f2-5418-b002-8deb45ad6eb8,TXN-002816,DL-BE-30026,Deployed,Deployed,,,,,TRUE,
1ba9f435-a047-584a-8346-d7481b5df555,TXN-002817,DL-BE-30036,Deployed,Deployed,,,,,TRUE,
c4a08b1c-8c29-5328-b39f-03327d77c3bd,TXN-002817,GEO-BG-30033,Deployed,Deployed,,,,,TRUE,
e979f44d-a535-50ee-a771-07ebc06874da,TXN-002818,GEO-BG-30020,NeedsRepair,Available,,,,,TRUE,
c2c291c1-93f8-5bd8-a001-4fbc314d3b98,TXN-002819,GEO-BG-30006,Available,InCalibration,,,,,TRUE,
c3a9e172-d02e-51cd-a3f1-38c530cad94f,TXN-002819,DL-BE-30050,Available,InCalibration,,,,,TRUE,
258a59b9-7f1e-5591-bca1-3036e73ce446,TXN-002820,DL-BE-30019,Available,Deployed,Primary,,Battery,,TRUE,
9d5c7498-6476-5abd-b45a-3305bce73e8e,TXN-002821,DL-BE-30046,Deployed,Deployed,,,,,TRUE,
4a02de3d-1f40-5a24-8872-8e9c8075831e,TXN-002822,SLM-UA-40000,CheckedOut,Available,,,,Good,TRUE,
69a1664a-0416-586c-acee-693c5f0853ac,TXN-002823,DL-BE-30060,CheckedOut,Available,,,,Good,TRUE,
7bd32e7d-d56d-5e7e-8930-003c0b701b1c,TXN-002824,DL-BE-30053,Available,CheckedOut,,,,,TRUE,
5466ec7a-efe7-584a-a1ee-eab364092a1c,TXN-002825,SLM-LD-5000000,InCalibration,Available,,,,,TRUE,
b5e4c2c9-82ec-5861-a71a-0c9bb832b7ed,TXN-002826,DL-BE-30057,InCalibration,Available,,,,,TRUE,
a89fee66-a4d5-52bb-95e1-6b511d231bc2,TXN-002827,DL-BE-30044,Deployed,Deployed,,,,,TRUE,
eb84f4d7-ddb6-5388-a123-dc8124c6a26e,TXN-002828,DL-BE-30028,Deployed,CheckedOut,,,,Good,TRUE,
22185311-6b04-5631-80aa-0e758937e355,TXN-002829,DL-BE-30023,Available,CheckedOut,,,,,TRUE,
6c111ac7-2aab-5fc1-9b6f-31fbe08e21b2,TXN-002829,GEO-BG-30027,Available,CheckedOut,,,,,TRUE,
e9f8ea44-6b48-5eaf-a510-66a07d33d325,TXN-002830,DL-BE-30011,Deployed,CheckedOut,,,,Good,TRUE,
1b9c9fc8-095b-52bf-9182-d7be2ee34e36,TXN-002830,GEO-BG-30015,Deployed,CheckedOut,,,,Good,TRUE,
7e3efb92-061d-5946-b651-02fe8bf9114c,TXN-002831,DL-BE-30022,CheckedOut,Deployed,Primary,,Battery,,TRUE,
da49ed20-aaa3-5d71-9896-2bb7b4edd36b,TXN-002832,DL-BE-30060,Available,InCalibration,,,,,TRUE,
9e605389-f626-5677-b851-94f637b17004,TXN-002833,DL-BE-30053,CheckedOut,Deployed,Primary,,Battery,,TRUE,
0cc65f6b-0e06-5e25-91d6-ec18d5f46907,TXN-002834,DL-BE-30028,CheckedOut,Available,,,,Damaged,TRUE,
38a3b043-36ab-5d5e-b560-97daac5ac8eb,TXN-002835,DL-BE-30028,Available,NeedsRepair,,,,,TRUE,
b2a0ae13-1eb7-5b05-a302-315c9a2bba74,TXN-002836,DL-BE-30023,CheckedOut,Deployed,Primary,,Battery,,TRUE,
d9a0321a-f120-5b9d-be56-5e3740239578,TXN-002836,GEO-BG-30027,CheckedOut,Deployed,Sensor1,V,Battery,,TRUE,
18588468-bd53-5729-850e-2ad5d2042dca,TXN-002837,DL-BE-30051,InCalibration,Available,,,,,TRUE,
891c56c1-681e-5807-b3ca-50fd86d1ba8d,TXN-002838,DL-BE-30011,CheckedOut,Available,,,,Good,TRUE,
2e16d7e4-749b-5abd-93b0-07c5139470ec,TXN-002838,GEO-BG-30015,CheckedOut,Available,,,,Good,TRUE,
1ddf6c12-b9ec-5a06-af84-85deb104f459,TXN-002839,DL-BE-30043,Available,CheckedOut,,,,,TRUE,
b99d79b4-0a2b-5b48-a2c8-f4e69136b034,TXN-002840,SLM-LD-5000000,Available,CheckedOut,,,,,TRUE,
2d5b0cd9-8250-50ac-864a-e68571902253,TXN-002841,DL-BE-30029,Deployed,CheckedOut,,,,Good,TRUE,
31b19191-afde-5ad0-b1b0-c93d5ef51d3f,TXN-002842,GEO-BG-30010,Available,InCalibration,,,,,TRUE,
26269e3b-f079-588b-8bc6-28054a79e800,TXN-002842,GEO-SE-30001,Available,InCalibration,,,,,TRUE,
f831de4f-4c23-5731-96d6-b411376405c1,TXN-002843,DL-BE-30051,Available,CheckedOut,,,,,TRUE,
53293ce4-963e-53bf-a099-ecd14c31f56c,TXN-002843,GEO-BG-30032,Available,CheckedOut,,,,,TRUE,
392293c6-fe8d-52e0-b487-802f3c84536e,TXN-002844,DL-BE-30014,InCalibration,Retired,,,,,TRUE,
ecd073a7-3ec6-55ca-be88-982143f48ac2,TXN-002845,TLT-850000,CheckedOut,Available,,,,Damaged,TRUE,
8af22f2f-7f54-55fa-9da6-1b3367a96b8d,TXN-002846,TLT-850000,Available,NeedsRepair,,,,,TRUE,
09ecb54f-c5b9-5b47-9b9c-c6905a64efd7,TXN-002847,DL-BE-30029,CheckedOut,Available,,,,Good,TRUE,
407f7610-15de-5d7e-947b-cb5a7befb9ab,TXN-002848,DL-UM-40000,Deployed,Deployed,,,,,TRUE,
daef5a50-8166-592a-8ab4-a21b3176418e,TXN-002848,GEO-UM-40000,Deployed,Deployed,,,,,TRUE,
bc0a5354-9c00-5e9c-810c-5dda35ce5406,TXN-002849,DL-BE-30043,CheckedOut,Deployed,Primary,,External,,TRUE,
f428e55f-5e62-52bc-9924-0d98aace973d,TXN-002850,DL-BE-30051,CheckedOut,Deployed,Primary,,Battery,,TRUE,
457ddd2d-a756-5f0f-a1ce-31ae99f7f251,TXN-002850,GEO-BG-30032,CheckedOut,Deployed,Sensor1,E,Battery,,TRUE,
5308ff81-9c11-5a21-961b-2aab2de481f9,TXN-002851,GEO-BG-30015,Available,InCalibration,,,,,TRUE,
d4f859ee-d42b-5313-8fd1-fab96ea684f8,TXN-002852,DL-BE-30057,Available,Deployed,Primary,,AC,,TRUE,
04f9a892-c15e-532b-9af7-3240bb2673c0,TXN-002853,DL-BE-30011,Available,InCalibration,,,,,TRUE,
dbf1e91a-a89a-5556-bb90-ba6b2fa4b64d,TXN-002854,DL-BE-30015,Deployed,Deployed,,,,,TRUE,
2314cabe-dedb-5487-be2f-f8ab99dd513b,TXN-002854,GEO-BG-30014,Deployed,Deployed,,,,,TRUE,
c8bb8487-b4cc-5723-9f47-bd4f674c8d99,TXN-002855,DL-BE-30007,Deployed,CheckedOut,,,,Good,TRUE,
64a1415b-4c03-54be-b430-91d8aaa3a58e,TXN-002855,GEO-BG-30017,Deployed,CheckedOut,,,,Good,TRUE,
b875227c-9e1b-5366-ab3c-db353e5b3655,TXN-002856,DL-BE-30007,CheckedOut,Available,,,,Good,TRUE,
d36f98c9-7edb-56d1-b1fb-dc11dd524a92,TXN-002856,GEO-BG-30017,CheckedOut,Available,,,,NeedsService,TRUE,
0a3f756b-b2dc-5006-b9c5-213aa833bd28,TXN-002857,GEO-BG-30017,Available,NeedsRepair,,,,,TRUE,
fa8e8f1e-3dd7-5c57-ace6-5728451b4c33,TXN-002858,DL-BE-30008,Available,CheckedOut,,,,,TRUE,
c25ea8e8-0bb1-511e-a932-7b2dc2b3cfa2,TXN-002858,GEO-BG-30009,Available,CheckedOut,,,,,TRUE,
6dafc6dd-0e5f-5703-8260-f5415503d924,TXN-002859,DL-BE-30059,Deployed,CheckedOut,,,,Good,TRUE,
b0fe09ec-a636-5b66-a691-99a3048d79db,TXN-002860,DL-BE-30058,Deployed,CheckedOut,,,,Good,TRUE,
8e13c8c2-b283-5f35-8979-7491864f4144,TXN-002861,GEO-SE-30000,InCalibration,Available,,,,,TRUE,
84ec70ce-cf46-56ed-8c1e-68e47aba0b54,TXN-002862,DL-BE-30060,InCalibration,Available,,,,,TRUE,
49740438-a983-53ca-b11c-bdbb4ca567cc,TXN-002863,GEO-BG-30006,InCalibration,Available,,,,,TRUE,
ee291091-0ddd-54ee-9b4d-0603014d5145,TXN-002864,DL-BE-30008,CheckedOut,Deployed,Primary,,AC,,TRUE,
6dcd319e-5c46-575a-a45d-bfc95ba41e8c,TXN-002864,GEO-BG-30009,CheckedOut,Deployed,Sensor1,V,AC,,TRUE,
7dcc8a44-d254-5fd5-8f60-a3e6431b4301,TXN-002865,DL-BE-30024,NeedsRepair,Available,,,,,TRUE,
8c3c228f-4cf3-58f1-b932-aeaa7099f25a,TXN-002866,DL-BE-30013,Deployed,CheckedOut,,,,Good,TRUE,
f956c105-6a5e-5d40-8b89-fde60398203d,TXN-002866,GEO-BG-30011,Deployed,CheckedOut,,,,Good,TRUE,
2528a3a7-5308-579e-b58a-f6cf5fd5d876,TXN-002867,DL-UM-40002,Deployed,CheckedOut,,,,Good,TRUE,
86d945dc-6279-512b-856c-73f61a852afd,TXN-002867,GEO-UM-40002,Deployed,CheckedOut,,,,Good,TRUE,
b4b241de-35e2-5331-a4a9-1cc39e2632b4,TXN-002868,DL-BE-30059,CheckedOut,Available,,,,Damaged,TRUE,
864e53f6-819c-5a99-aa00-d96ae0a2f5ed,TXN-002869,DL-BE-30059,Available,NeedsRepair,,,,,TRUE,
3269949b-666b-56f3-a29a-d4179babb5c4,TXN-002870,DL-BE-30051,Deployed,Deployed,,,,,TRUE,
