LocationName,LocationType,ParentLocationName,IsActive,Latitude,Longitude
630 Wexford Drive,Site,,TRUE,43.86839,-79.78436
3009 Bluewater Road,Site,,TRUE,43.33463,-80.45655
3711 Millrace Avenue,Site,,TRUE,45.13094,-75.24773
2599 Eastgate Boulevard,Site,,TRUE,43.77033,-79.66966
3394 Copperhead Road,Site,,TRUE,45.71803,-75.28016
1928 Tailings Access Road,Site,,TRUE,46.35237,-81.17562
4812 Oxford Mill Lane,Site,,TRUE,43.13111,-80.91166
3506 Harrow Gate Drive,Site,,TRUE,45.68501,-75.54124
4657 Harbourview Lane,Site,,TRUE,43.50332,-79.34702
4500 Wexford Drive,Site,,TRUE,43.95084,-79.73624
389 Harbourview Lane,Site,,TRUE,43.56896,-78.85405
2902 Pinery Road,Site,,TRUE,43.1749,-80.9255
4420 Lily Creek Drive,Site,,TRUE,46.14877,-81.23224
4304 Bluewater Road,Site,,TRUE,43.1975,-80.5442
2611 Grand River Line,Site,,TRUE,43.49789,-81.33339
1902 Thames Valley Road,Site,,TRUE,43.15331,-81.43995
3328 Wexford Drive,Site,,TRUE,43.63017,-79.25106
1498 Bluewater Road,Site,,TRUE,43.20969,-80.69679
3354 Copperhead Road,Site,,TRUE,45.33537,-76.15402
2353 Lakeshore Viaduct Road,Site,,TRUE,43.39637,-79.20817
4695 Harrow Gate Drive,Site,,TRUE,45.34532,-75.45079
4362 Stonebridge Court,Site,,TRUE,45.61673,-75.79352
2726 Bluewater Road,Site,,TRUE,43.0479,-80.63126
1922 Fanshawe Ridge,Site,,TRUE,43.03649,-81.23701
128 Stonebridge Court,Site,,TRUE,45.12613,-75.81413
2460 Birchmount Terrace,Site,,TRUE,43.56687,-79.03206
2801 Portal Avenue,Site,,TRUE,46.58596,-80.80011
159 Bellamy Ridge Road,Site,,TRUE,45.68816,-76.03889
2624 Fanshawe Ridge,Site,,TRUE,43.528,-81.33073
472 Shaft Road,Site,,TRUE,46.59029,-80.43718
4726 Grand River Line,Site,,TRUE,42.92769,-81.48645
2390 Grist Mill Lane,Site,,TRUE,45.34791,-75.63837
3260 Harrow Gate Drive,Site,,TRUE,45.20397,-75.85049
1465 Willowdale Crescent,Site,,TRUE,43.87024,-78.60173
604 Pinery Road,Site,,TRUE,43.31877,-80.53311
1068 Boreal Pit Road,Site,,TRUE,46.43586,-80.96923
578 Portal Avenue,Site,,TRUE,46.73546,-81.34287
995 Boreal Pit Road,Site,,TRUE,46.6696,-81.38031
1475 Old Quarry Road,Site,,TRUE,45.0953,-75.46632
4553 Old Quarry Road,Site,,TRUE,45.13168,-76.18414
1768 Wexford Drive,Site,,TRUE,43.53141,-79.06291
433 Larkspur Way,Site,,TRUE,45.43405,-75.24428
1027 Thames Valley Road,Site,,TRUE,42.6728,-80.98026
1994 Grand River Line,Site,,TRUE,42.95182,-81.43784
3120 Millrace Avenue,Site,,TRUE,45.32094,-75.66138
1870 Fanshawe Ridge,Site,,TRUE,43.48891,-80.51818
682 Danforth Ridge Road,Site,,TRUE,43.29168,-79.71352
71 Harbourview Lane,Site,,TRUE,43.02868,-79.00623
1555 Millrace Avenue,Site,,TRUE,45.48264,-75.6837
237 Lakeshore Viaduct Road,Site,,TRUE,43.3841,-79.76767
626 Frood Extension Road,Site,,TRUE,46.34225,-80.5282
4844 Birchmount Terrace,Site,,TRUE,44.1323,-79.52508
1936 Grist Mill Lane,Site,,TRUE,45.64082,-75.40288
364 Tailings Access Road,Site,,TRUE,46.28181,-81.58142
3620 Highbury Crossing,Site,,TRUE,42.99591,-81.49068
615 Harbourview Lane,Site,,TRUE,43.88246,-79.38375
2712 Ashgrove Terrace,Site,,TRUE,44.9735,-76.10398
2261 Pinery Road,Site,,TRUE,43.43967,-80.83202
3295 Queensway Ridge,Site,,TRUE,43.45725,-79.13084
614 Fenwick Street,Site,,TRUE,45.85698,-75.74975
3128 Humberline Court,Site,,TRUE,43.84511,-79.12188
3245 Eastgate Boulevard,Site,,TRUE,43.14204,-79.70988
100 Danforth Ridge Road,Site,,TRUE,43.8618,-79.24429
2482 Humberline Court,Site,,TRUE,43.74918,-79.56655
2658 Harrow Gate Drive,Site,,TRUE,45.1197,-76.02273
703 Humberline Court,Site,,TRUE,43.43271,-79.2196
2926 Fenwick Street,Site,,TRUE,45.91338,-76.19888
37 Portlands Way,Site,,TRUE,43.67114,-80.06337
4419 Fanshawe Ridge,Site,,TRUE,42.99756,-80.85852
934 Fanshawe Ridge,Site,,TRUE,42.81506,-81.02543
137 Danforth Ridge Road,Site,,TRUE,43.77425,-79.50362
4158 Harrow Gate Drive,Site,,TRUE,45.63637,-75.844
1102 Long Lake Ridge,Site,,TRUE,46.83513,-81.07761
735 Tailings Access Road,Site,,TRUE,46.52264,-81.15728
1948 Pinery Road,Site,,TRUE,43.13026,-81.46302
4820 Lawrence Heights Road,Site,,TRUE,43.27956,-79.68464
3945 Harbourview Lane,Site,,TRUE,43.66324,-79.5665
1461 Larkspur Way,Site,,TRUE,45.51078,-75.85842
2240 Wellington Bypass,Site,,TRUE,42.98386,-80.50573
2575 Copperhead Road,Site,,TRUE,45.02741,-75.41107
2716 Millrace Avenue,Site,,TRUE,45.54214,-75.82857
73 Harbourview Lane,Site,,TRUE,43.55502,-78.89689
1561 Greyrock Mine Road,Site,,TRUE,46.42899,-81.45595
3818 Kelly Lake Line,Site,,TRUE,46.19951,-80.73992
367 Lakeshore Viaduct Road,Site,,TRUE,43.67273,-79.1093
387 Queensway Ridge,Site,,TRUE,43.48168,-79.31409
2449 Portlands Way,Site,,TRUE,43.95498,-79.70071
4269 Eastgate Boulevard,Site,,TRUE,43.78317,-79.23209
1268 Old Quarry Road,Site,,TRUE,45.28139,-75.64235
1016 Harbourview Lane,Site,,TRUE,44.08879,-79.44891
1490 Kettle Creek Road,Site,,TRUE,45.64233,-75.75992
3068 Thames Valley Road,Site,,TRUE,43.42696,-79.92787
4851 Queensway Ridge,Site,,TRUE,43.86193,-79.17731
2914 Greyrock Mine Road,Site,,TRUE,46.48074,-80.82092
1666 Grand River Line,Site,,TRUE,43.22542,-80.70108
1671 Larkspur Way,Site,,TRUE,45.87235,-75.79249
1660 Kelly Lake Line,Site,,TRUE,46.05928,-80.49312
4824 Fanshawe Ridge,Site,,TRUE,42.54373,-80.70941
345 Wexford Drive,Site,,TRUE,43.47258,-79.80423
3684 Harrow Gate Drive,Site,,TRUE,45.45376,-75.28074
1468 Conestoga Parkway Extension,Site,,TRUE,43.62766,-81.03494
1556 Wexford Drive,Site,,TRUE,43.85865,-79.46338
747 Conestoga Parkway Extension,Site,,TRUE,43.13764,-81.03659
3858 Lakeshore Viaduct Road,Site,,TRUE,43.53666,-79.51186
3267 Silverbirch Parkway,Site,,TRUE,45.41272,-75.66753
2360 Frood Extension Road,Site,,TRUE,46.63816,-80.77826
1494 Ashgrove Terrace,Site,,TRUE,45.51193,-75.41231
2846 Bluewater Road,Site,,TRUE,43.02083,-81.95415
2234 Millrace Avenue,Site,,TRUE,45.50669,-76.1699
2763 Portal Avenue,Site,,TRUE,46.54637,-80.89889
4287 Ashgrove Terrace,Site,,TRUE,45.29389,-75.86763
4274 Grist Mill Lane,Site,,TRUE,45.26753,-75.19287
289 Lawrence Heights Road,Site,,TRUE,43.83271,-79.66475
1998 Lawrence Heights Road,Site,,TRUE,43.66756,-79.48312
4680 Oxford Mill Lane,Site,,TRUE,43.12314,-81.25175
4217 Danforth Ridge Road,Site,,TRUE,44.0554,-79.53347
3062 Sheridan Mews,Site,,TRUE,43.7954,-79.12239
1341 Boreal Pit Road,Site,,TRUE,46.2083,-80.64601
17 Silverbirch Parkway,Site,,TRUE,45.15244,-76.12398
784 Danforth Ridge Road,Site,,TRUE,43.21413,-79.58325
2468 Bellamy Ridge Road,Site,,TRUE,45.18641,-75.87459
3443 Birchmount Terrace,Site,,TRUE,43.89299,-79.2327
638 Grist Mill Lane,Site,,TRUE,45.24361,-75.97853
1693 Eastgate Boulevard,Site,,TRUE,44.33702,-78.99856
1148 Stonebridge Court,Site,,TRUE,45.34553,-75.52394
1871 Lawrence Heights Road,Site,,TRUE,43.40029,-79.716
3384 Lawrence Heights Road,Site,,TRUE,43.30123,-79.34644
296 Tailings Access Road,Site,,TRUE,46.52431,-80.91717
1988 Millrace Avenue,Site,,TRUE,45.23529,-75.00203
4166 Stonebridge Court,Site,,TRUE,45.38845,-75.65214
4757 Erie Shore Drive,Site,,TRUE,43.2529,-80.67493
3847 Willowdale Crescent,Site,,TRUE,43.60638,-79.47064
4756 Harbourview Lane,Site,,TRUE,43.637,-79.13447
2709 Larkspur Way,Site,,TRUE,45.58796,-75.32866
1891 Queensway Ridge,Site,,TRUE,43.25058,-79.77407
4878 Birchmount Terrace,Site,,TRUE,43.89532,-79.00572
1531 Grist Mill Lane,Site,,TRUE,45.6693,-75.45572
4190 Fenwick Street,Site,,TRUE,45.39306,-75.431
2949 Grist Mill Lane,Site,,TRUE,45.2956,-75.48811
2068 Wexford Drive,Site,,TRUE,43.68819,-79.2468
1806 Humberline Court,Site,,TRUE,43.89335,-78.42594
3890 Wellington Bypass,Site,,TRUE,43.20586,-80.49948
1249 Wellington Bypass,Site,,TRUE,43.06789,-81.1407
3862 Copperhead Road,Site,,TRUE,45.99535,-75.6259
2523 Conestoga Parkway Extension,Site,,TRUE,43.60136,-81.00031
1654 Harbourview Lane,Site,,TRUE,43.39614,-79.34936
2679 Pinery Road,Site,,TRUE,43.75742,-80.64822
4849 Highbury Crossing,Site,,TRUE,43.48082,-80.53984
1494 Frood Extension Road,Site,,TRUE,46.30979,-81.28943
192 Sheridan Mews,Site,,TRUE,43.77419,-79.61962
2817 Bluewater Road,Site,,TRUE,43.33617,-80.95939
3309 Millrace Avenue,Site,,TRUE,45.40318,-75.34672
4386 Stonebridge Court,Site,,TRUE,45.18367,-76.2951
971 Thames Valley Road,Site,,TRUE,42.98505,-80.71721
3800 Millrace Avenue,Site,,TRUE,45.75149,-76.13752
1779 Sheridan Mews,Site,,TRUE,43.31195,-79.97202
1307 Lily Creek Drive,Site,,TRUE,46.55104,-80.99174
899 Millrace Avenue,Site,,TRUE,45.45268,-75.35765
828 Bluewater Road,Site,,TRUE,43.0331,-81.25005
159 Long Lake Ridge,Site,,TRUE,46.0336,-81.01831
3402 Lakeshore Viaduct Road,Site,,TRUE,43.63289,-80.05993
3428 Conestoga Parkway Extension,Site,,TRUE,43.29092,-80.64521
1295 Portal Avenue,Site,,TRUE,46.87467,-81.28413
3675 Portlands Way,Site,,TRUE,43.596,-79.21366
331 Wexford Drive,Site,,TRUE,43.15085,-79.59484
1297 Greyrock Mine Road,Site,,TRUE,47.01796,-80.65416
2537 Eastgate Boulevard,Site,,TRUE,43.31507,-79.10705
4095 Frood Extension Road,Site,,TRUE,46.24008,-81.3862
444 Greyrock Mine Road,Site,,TRUE,46.3456,-81.17907
4415 Willowdale Crescent,Site,,TRUE,43.76328,-79.32609
1091 Copperhead Road,Site,,TRUE,45.44183,-75.83794
1579 Grist Mill Lane,Site,,TRUE,45.55105,-75.01107
4160 Ironwood Crescent,Site,,TRUE,45.81685,-75.39151
2633 Kettle Creek Road,Site,,TRUE,45.12338,-74.99828
4403 Humberline Court,Site,,TRUE,43.65661,-79.14938
1398 Humberline Court,Site,,TRUE,43.61845,-79.2588
2309 Kelly Lake Line,Site,,TRUE,46.51867,-80.88351
1086 Pinery Road,Site,,TRUE,43.30288,-81.11821
2137 Greyrock Mine Road,Site,,TRUE,46.1204,-81.10599
958 Long Lake Ridge,Site,,TRUE,46.53245,-80.47087
2238 Bluewater Road,Site,,TRUE,43.00536,-81.19908
3376 Harbourview Lane,Site,,TRUE,43.55511,-79.3175
2903 Wexford Drive,Site,,TRUE,43.99726,-79.8285
2256 Ashgrove Terrace,Site,,TRUE,45.3653,-75.95427
4036 Bellamy Ridge Road,Site,,TRUE,45.1217,-76.06658
3952 Copperhead Road,Site,,TRUE,45.58429,-75.2625
2189 Long Lake Ridge,Site,,TRUE,46.46251,-81.18128
3746 Humberline Court,Site,,TRUE,43.68531,-78.82067
1484 Larkspur Way,Site,,TRUE,44.97332,-75.8279
3682 Highbury Crossing,Site,,TRUE,43.1763,-80.95931
4557 Lakeshore Viaduct Road,Site,,TRUE,43.85675,-79.26737
2333 Birchmount Terrace,Site,,TRUE,43.48507,-79.33744
1486 Fenwick Street,Site,,TRUE,45.41417,-75.66404
1475 Queensway Ridge,Site,,TRUE,43.54373,-78.77635
253 Fenwick Street,Site,,TRUE,45.60366,-75.1355
3672 Lakeshore Viaduct Road,Site,,TRUE,43.72032,-79.28972
40 Larkspur Way,Site,,TRUE,45.42694,-76.06659
472 Fanshawe Ridge,Site,,TRUE,43.83259,-80.06731
2217 Fanshawe Ridge,Site,,TRUE,43.31217,-81.66381
199 Old Quarry Road,Site,,TRUE,45.01058,-75.63832
500 Lakeshore Viaduct Road,Site,,TRUE,43.59926,-79.81042
3250 Humberline Court,Site,,TRUE,43.40147,-79.4575
801 Humberline Court,Site,,TRUE,43.80101,-79.46339
480 Silverbirch Parkway,Site,,TRUE,45.07695,-75.48475
3665 Danforth Ridge Road,Site,,TRUE,43.61084,-78.76263
3440 Wellington Bypass,Site,,TRUE,43.03348,-80.88992
4841 Fanshawe Ridge,Site,,TRUE,43.1939,-81.58776
4255 Shaft Road,Site,,TRUE,47.03551,-81.14597
3235 Long Lake Ridge,Site,,TRUE,46.87713,-80.98566
505 Larkspur Way,Site,,TRUE,45.09476,-75.80037
3062 Eastgate Boulevard,Site,,TRUE,43.7706,-79.26747
2278 Sheridan Mews,Site,,TRUE,43.58299,-79.89415
143 Portlands Way,Site,,TRUE,43.56123,-79.06894
3317 Harbourview Lane,Site,,TRUE,43.42611,-79.4833
2024 Queensway Ridge,Site,,TRUE,43.73354,-79.04094
1558 Fanshawe Ridge,Site,,TRUE,43.35322,-81.17108
3502 Kettle Creek Road,Site,,TRUE,45.68906,-75.59506
3676 Frood Extension Road,Site,,TRUE,45.92075,-80.9647
1596 Wexford Drive,Site,,TRUE,43.82089,-79.27911
2970 Queensway Ridge,Site,,TRUE,43.35756,-79.75655
3079 Erie Shore Drive,Site,,TRUE,43.76177,-81.3182
192 Ironwood Crescent,Site,,TRUE,45.48905,-75.98965
644 Queensway Ridge,Site,,TRUE,43.74954,-79.40889
4176 Silverbirch Parkway,Site,,TRUE,45.45299,-75.08929
2164 Tamarack Line,Site,,TRUE,45.42285,-75.25786
2116 Shaft Road,Site,,TRUE,46.59472,-80.65258
182 Pinery Road,Site,,TRUE,42.86684,-80.90238
1359 Grand River Line,Site,,TRUE,42.66472,-80.88962
