Asset Group,Asset ID,Equipment Type,Manufacturer,Model / Station,Serial Number,Current Office,Last Calibration Service,Next Calibration Due,Notes,Availability Status,Lifecycle Status,Staff,Project ID,Project Name,Location Type,Location,Deployment Date,Retirement Reason,Firmware Version,Pre Amp Serial,Element Serial,Static IP,Carrier,SIM ICCID,Phone Number
Seismographs,DL-BE-18794,Data Logger,Instantel,Minimate,BE18794,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-BE-14187,Data Logger,Instantel,Minimate,BE14187,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-BE-11209,Data Logger,Instantel,Minimate,BE11209,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-BE-21045,Data Logger,Instantel,Minimate,BE21045,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-BE-20280,Data Logger,Instantel,Minimate,BE20280,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-18425,Data Logger,Instantel,Micromate,UM18425,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-21927,Data Logger,Instantel,Micromate,UM21927,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-18392,Data Logger,Instantel,Micromate,UM18392,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-21931,Data Logger,Instantel,Micromate,UM21931,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-16960,Data Logger,Instantel,Micromate,UM16960,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-15392,Data Logger,Instantel,Micromate,UM15392,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-16818,Data Logger,Instantel,Micromate,UM16818,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-16598,Data Logger,Instantel,Micromate,UM16598,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-12572,Data Logger,Instantel,Micromate,UM12572,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-11555,Data Logger,Instantel,Micromate,UM11555,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-12108,Data Logger,Instantel,Micromate,UM12108,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-21925,Data Logger,Instantel,Micromate,UM21925,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-18473,Data Logger,Instantel,Micromate,UM18473,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-21929,Data Logger,Instantel,Micromate,UM21929,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17270,Data Logger,Instantel,Micromate,UM17270,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17281,Data Logger,Instantel,Micromate,UM17281,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-18390,Data Logger,Instantel,Micromate,UM18390,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-21933,Data Logger,Instantel,Micromate,UM21933,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17198,Data Logger,Instantel,Micromate,UM17198,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17269,Data Logger,Instantel,Micromate,UM17269,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-BE-17158,Data Logger,Instantel,Minimate,BE17158,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-BE-20237,Data Logger,Instantel,Minimate,BE20237,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-BE-18852,Data Logger,Instantel,Minimate,BE18852,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-12100,Data Logger,Instantel,Micromate,UM12100,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17263,Data Logger,Instantel,Micromate,UM17263,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-16815,Data Logger,Instantel,Micromate,UM16815,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17176,Data Logger,Instantel,Micromate,UM17176,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-15403,Data Logger,Instantel,Micromate,UM15403,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17314,Data Logger,Instantel,Micromate,UM17314,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-15720,Data Logger,Instantel,Micromate,UM15720,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-21932,Data Logger,Instantel,Micromate,UM21932,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17179,Data Logger,Instantel,Micromate,UM17179,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-,Geophone,Instantel,Series III,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-,Geophone,Instantel,Series III,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-,Geophone,Instantel,Series III,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-,Geophone,Instantel,Series III,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-,Geophone,Instantel,Series III,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-18425,Geophone,Instantel,Micromate,UM18425,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-21927,Geophone,Instantel,Micromate,UM21927,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-18392,Geophone,Instantel,Micromate,UM18392,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-21931,Geophone,Instantel,Micromate,UM21931,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-16960,Geophone,Instantel,Micromate,UM16960,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-15392,Geophone,Instantel,Micromate,UM15392,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-16818,Geophone,Instantel,Micromate,UM16818,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-16598,Geophone,Instantel,Micromate,UM16598,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-12572,Geophone,Instantel,Micromate,UM12572,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-11555,Geophone,Instantel,Micromate,UM11555,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-12108,Geophone,Instantel,Micromate,UM12108,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-21925,Geophone,Instantel,Micromate,UM21925,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-18473,Geophone,Instantel,Micromate,UM18473,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-21929,Geophone,Instantel,Micromate,UM21929,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17270,Geophone,Instantel,Micromate,UM17270,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17281,Geophone,Instantel,Micromate,UM17281,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-18390,Geophone,Instantel,Micromate,UM18390,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-21933,Geophone,Instantel,Micromate,UM21933,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17198,Geophone,Instantel,Micromate,UM17198,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17269,Geophone,Instantel,Micromate,UM17269,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-,Geophone,Instantel,Series III,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-,Geophone,Instantel,Series III,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-,Geophone,Instantel,Series III,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-12100,Geophone,Instantel,Micromate,UM12100,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17263,Geophone,Instantel,Micromate,UM17263,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-16815,Geophone,Instantel,Micromate,UM16815,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17176,Geophone,Instantel,Micromate,UM17176,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-15403,Geophone,Instantel,Micromate,UM15403,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17314,Geophone,Instantel,Micromate,UM17314,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-15720,Geophone,Instantel,Micromate,UM15720,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-21932,Geophone,Instantel,Micromate,UM21932,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17179,Geophone,Instantel,Micromate,UM17179,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-M108854,Data Logger,Sigicom,D10M,108854,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-13657,"Microphone, Sound Level Meter",Sigicom,S50,13657,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-33100,Geophone,Sigicom,V12,33100,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-107245,Data Logger,Sigicom,D10,107245,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-13656,"Microphone, Sound Level Meter",Sigicom,S50,13656,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-35590,Geophone,Sigicom,V12,35590,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-106943,Data Logger,Sigicom,D10,106943,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-14489,"Microphone, Sound Level Meter",Sigicom,S50,14489,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-33140,Geophone,Sigicom,V12,33140,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-107246,Data Logger,Sigicom,D10,107246,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-13595,"Microphone, Sound Level Meter",Sigicom,S50,13595,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-33230,Geophone,Sigicom,V12,33230,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-109420,Data Logger,Sigicom,D10,109420,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-13863,"Microphone, Sound Level Meter",Sigicom,S50,13863,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-33630,Geophone,Sigicom,V12,33630,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-109426,Data Logger,Sigicom,D10,109426,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-14567,"Microphone, Sound Level Meter",Sigicom,S50,14567,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-107500,Data Logger,Sigicom,D10,107500,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-30240,Geophone,Sigicom,V12,30240,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-109424,Data Logger,Sigicom,D10,109424,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-14586,"Microphone, Sound Level Meter",Sigicom,S50,14586,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-32630,Geophone,Sigicom,V12,32630,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-109245,Data Logger,Sigicom,D10,109245,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-14587,"Microphone, Sound Level Meter",Sigicom,S50,14587,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-34750,Geophone,Sigicom,V12,34750,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-109425,Data Logger,Sigicom,D10,109425,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-13778,"Microphone, Sound Level Meter",Sigicom,S50,13778,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-107270,Data Logger,Sigicom,D10,107270,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-13593,"Microphone, Sound Level Meter",Sigicom,S50,13593,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-32980,Geophone,Sigicom,V12,32980,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-109418,Data Logger,Sigicom,D10,109418,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-14574,"Microphone, Sound Level Meter",Sigicom,S50,14574,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-32620,Geophone,Sigicom,V12,32620,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-107243,Data Logger,Sigicom,D10,107243,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-14485,"Microphone, Sound Level Meter",Sigicom,S50,14485,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-35360,Geophone,Sigicom,V12,35360,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-106932,Data Logger,Sigicom,D10,106932,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-13658,"Microphone, Sound Level Meter",Sigicom,S50,13658,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-32350,Geophone,Sigicom,V12,32350,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-106930,Data Logger,Sigicom,D10,106930,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-13596,"Microphone, Sound Level Meter",Sigicom,S50,13596,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-35060,Geophone,Sigicom,V12,35060,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-109252,Data Logger,Sigicom,D10,109252,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-14658,"Microphone, Sound Level Meter",Sigicom,S50,14658,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-34690,Geophone,Sigicom,V12,34690,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-112607,Data Logger,Sigicom,D10,112607,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-13599,"Microphone, Sound Level Meter",Sigicom,S50,13599,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-109251,Data Logger,Sigicom,D10,109251,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-13648,"Microphone, Sound Level Meter",Sigicom,S50,13648,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-33640,Geophone,Sigicom,V12,33640,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-109248,Data Logger,Sigicom,D10,109248,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-14488,"Microphone, Sound Level Meter",Sigicom,S50,14488,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-35640,Geophone,Sigicom,V12,35640,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-106948,Data Logger,Sigicom,D10,106948,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-12703,"Microphone, Sound Level Meter",Sigicom,S50,12703,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-32420,Geophone,Sigicom,V12,32420,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-C22-107411,Geophone,Sigicom,C22,107411,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-106944,Data Logger,Sigicom,D10,106944,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-14614,"Microphone, Sound Level Meter",Sigicom,S50,14614,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-107247,Data Logger,Sigicom,D10,107247,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-S50-14603,"Microphone, Sound Level Meter",Sigicom,S50,14603,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-D10-106942,Data Logger,Sigicom,D10,106942,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-V12-33290,Geophone,Sigicom,V12,33290,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-16982,Data Logger,Instantel,Micromate,UM16982,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17049,Data Logger,Instantel,Micromate,UM17049,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-UA-10775,"Microphone, Sound Level Meter",Instantel,Micromate,UA10775,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-21945,Data Logger,Instantel,Micromate,UM21945,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-UA-10899,"Microphone, Sound Level Meter",Instantel,Micromate,UA10899,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17273,Data Logger,Instantel,Micromate,UM17273,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-UA-10602,"Microphone, Sound Level Meter",Instantel,Micromate,UA10602,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-7134,Data Logger,Instantel,Micromate,UM7134,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17049,Geophone,Instantel,Micromate,UM17049,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-21945,Geophone,Instantel,Micromate,UM21945,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17273,Geophone,Instantel,Micromate,UM17273,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-7134,Geophone,Instantel,Micromate,UM7134,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-12574,Data Logger,Instantel,Micromate,UM12574,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-12574,Geophone,Instantel,Micromate,UM12574,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-21926,Geophone,Instantel,Micromate,UM21926,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-UA-10601,"Microphone, Sound Level Meter",Instantel,Micromate,UA10601,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17278,Data Logger,Instantel,Micromate,UM17278,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17266,Data Logger,Instantel,Micromate,UM17266,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-16984,Data Logger,Instantel,Micromate,UM16984,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-8293,Data Logger,Instantel,Micromate,UM8293,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-15717,Data Logger,Instantel,Micromate,UM15717,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-18423,Data Logger,Instantel,Micromate,UM18423,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17268,Data Logger,Instantel,Micromate,UM17268,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17278,Geophone,Instantel,Micromate,UM17278,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17266,Geophone,Instantel,Micromate,UM17266,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-16984,Geophone,Instantel,Micromate,UM16984,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-8293,Geophone,Instantel,Micromate,UM8293,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-15717,Geophone,Instantel,Micromate,UM15717,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-18423,Geophone,Instantel,Micromate,UM18423,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17268,Geophone,Instantel,Micromate,UM17268,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-UA-10608,"Microphone, Sound Level Meter",Instantel,SLM,UA10608,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-16920,Data Logger,Instantel,Micromate,UM16920,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-16920,Geophone,Instantel,Micromate,UM16920,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-UA-10445,"Microphone, Sound Level Meter",Instantel,SLM,UA10445,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-18235,Data Logger,Instantel,Micromate,UM18235,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-18235,Geophone,Instantel,Micromate,UM18235,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-UA-10658,"Microphone, Sound Level Meter",Instantel,SLM,UA10658,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-15713,Data Logger,Instantel,Micromate,UM15713,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-15713,Geophone,Instantel,Micromate,UM15713,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-17284,Data Logger,Instantel,Micromate,UM17284,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-17284,Geophone,Instantel,Micromate,UM17284,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-16842,Data Logger,Instantel,Micromate,UM16842,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,GEO-UM-16842,Geophone,Instantel,Micromate,UM16842,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,SLM-UA-10605,"Microphone, Sound Level Meter",Instantel,SLM,UA10605,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-BE-18797,Data Logger,Instantel,Minimate Plus,BE18797,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-15389,Data Logger,Instantel,Micromate,UM15389,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-13816,Data Logger,Instantel,Micromate,UM13816,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-BE-20916,Data Logger,Instantel,Minimate Plus,BE20916,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-BE-19059,Data Logger,Instantel,Minimate Plus,BE19059,Toronto,,,,Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-12105,Data Logger,Instantel,Micromate,UM12105,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-20781,Data Logger,Instantel,Micromate,UM20781,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-20931,Data Logger,Instantel,Micromate,UM20931,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-15390,Data Logger,Instantel,Micromate,UM15390,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-18271,Data Logger,Instantel,Micromate,UM18271,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-21926,Data Logger,Instantel,Micromate,UM21926,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DL-UM-18234,Data Logger,Instantel,Micromate,UM18234,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
